,Released,Title,Source,Production Budget,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations,trailer ids,max viewcount,Infl. Adj. Production Budget,Infl. Adj. International Box Office,Infl. Adj. Worldwide Box Office,Infl. Adj. Opening Weekend Revenue,Genre,release_year,release_month
377,2003-12-05 00:00:00+00:00,Honey,Original Screenplay,18000000,12856040,30272254,45670926,32374509,62646763,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",8 nominations.,PG-13,94,"Drama, Music, Romance",37,5.3,42014,tt0322589,8,['9gPkNpqP-2k'],1820469,27156110,48842540,94513466,19395557,Romance,2003,12
378,2003-06-13 00:00:00+00:00,Hollywood Homicide,Original Screenplay,75000000,11112632,30207785,45637292,20201968,50409753,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win.,PG-13,116,"Action, Comedy, Crime, Thriller",47,5.3,34888,tt0329717,0,['pWuXwMQVpGA'],74615,113308436,30520712,76158004,16788732,Action,2003,6
379,2003-07-18 00:00:00+00:00,Johnny English,Original Screenplay,45000000,9134085,28013509,42322227,135113167,163126676,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",6 nominations.,PG,87,"Action, Adventure, Comedy",51,6.2,141317,tt0274166,6,['JSg2tgnvtgY'],1617562,67985064,204126163,246448390,13799585,Adventure,2003,7
380,2003-11-26 00:00:00+00:00,The Missing,Based on Fiction Book/Short Story,65000000,10833633,26900336,40606377,11353097,38253433,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",2 wins & 8 nominations.,R,137,"Adventure, Thriller, Western",55,6.5,31919,tt0338188,8,['qp63X34jNB8'],53690,98118272,17137634,57744011,16353497,Thriller,2003,11
381,2003-03-28 00:00:00+00:00,Basic,Original Screenplay,50000000,11511960,26599248,40185595,15999250,42598498,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",3 nominations.,R,98,"Action, Crime, Drama, Mystery, Thriller",34,6.5,57274,tt0264395,3,['kE7Ue5hjJc0'],293561,75538968,24171336,64356931,17392031,Action,2003,3
382,2003-04-04 00:00:00+00:00,A Man Apart,Original Screenplay,36000000,11019224,26500000,40035653,17297731,43797731,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 nomination.,R,109,"Action, Crime, Drama, Thriller",36,6.1,43060,tt0266465,0,['Nxv0VLPy2_o'],1032867,54388056,26133054,66168707,16647616,Action,2003,4
383,2003-07-02 00:00:00+00:00,Sinbad: Legend of the Seven Seas,Based on Folk Tale/Legend/Fairytale,60000000,6874477,26483452,40010646,54284432,80767884,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",9 nominations.,PG,86,"Animation, Adventure, Family, Fantasy",48,6.7,46364,tt0165982,9,['bRsdyOck9IY'],712908,90646746,82011785,122022431,10385816,Family,2003,7
384,2003-06-13 00:00:00+00:00,Dumb and Dumberer: When Harry Met Lloyd,Original Screenplay,30000000,10845064,26214846,39604841,0,26214846,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",1 win & 7 nominations.,PG-13,85,Comedy,19,3.4,35860,tt0329028,7,['tdjX8Voj5vI'],254819,45323372,0,39604841,16384495,Comedy,2003,6
385,2003-04-16 00:00:00+00:00,Bulletproof Monk,Based on Comic/Graphic Novel,52000000,8653542,23010607,34763951,0,23010607,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",1 nomination.,PG-13,104,"Action, Comedy, Fantasy, Romance",40,5.5,46539,tt0245803,0,"['dKAYuO_BlDM', 'SvJ9Njdqfz4', 'weaUar_ArOU']",1448114,78560528,0,34763951,13073592,Action,2003,4
386,2003-09-05 00:00:00+00:00,Dickie Roberts: Former Child Star,Original Screenplay,17000000,6660540,22734486,34346786,1000000,23734486,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 win & 1 nomination.,PG-13,98,Comedy,36,5.5,13176,tt0325258,0,['u51-0sIYINU'],298352,25683244,1510779,35857565,10062604,Comedy,2003,9
387,2003-08-22 00:00:00+00:00,The Medallion,Original Screenplay,41000000,8111324,22108977,33401788,0,22108977,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",2 nominations.,PG-13,88,"Action, Comedy, Fantasy",38,5.3,37333,tt0288045,2,"['tMKlfGxzZD4', 'iCq4XkNrR5M']",466441,61941957,0,33401788,12254421,Thriller,2003,8
388,2003-11-14 00:00:00+00:00,Looney Tunes: Back in Action,Based on Short Film,80000000,9317371,20950820,31640132,33589842,54540662,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",10 nominations.,PG,91,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",64,5.7,31071,tt0318155,10,['Wjvc6VYwe0I'],247922,120816777,50727705,82367837,14071184,Animation,2003,11
389,2003-02-21 00:00:00+00:00,The Life of David Gale,Original Screenplay,50000000,7117225,19694635,29754244,9225553,28920188,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",3 nominations.,R,130,"Crime, Drama, Thriller",31,7.6,104109,tt0289992,3,"['gt7Jmjwjk3I', 'b9zM9VaV2Tk', 'wRj9IFgs9_g']",1245211,75538957,13937773,43692017,10752555,Drama,2003,2
390,2003-11-26 00:00:00+00:00,Timeline,Based on Fiction Book/Short Story,80000000,8440629,19480739,29414997,7222445,26703184,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",,PG-13,116,"Action, Adventure, Sci-Fi, War",28,5.6,58433,tt0300556,0,['ZlUCRwvxxbM'],392744,120796226,10905551,40320548,12744951,Action,2003,11
391,2003-11-21 00:00:00+00:00,21 Grams,Original Screenplay,20000000,274454,16248701,24155101,43418924,59667625,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Nominated for 2 Oscars. Another 30 wins & 76 nominations.,R,124,"Crime, Drama, Thriller",70,7.7,216788,tt0315733,76,['L2rK8w2ZpGw'],495816,29731731,64545990,88701091,407999,Drama,2003,11
392,2003-01-17 00:00:00+00:00,A Guy Thing,Original Screenplay,20000000,6988749,15543862,23483339,1886732,17430594,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",,PG-13,101,"Comedy, Romance",27,5.6,16111,tt0295289,0,"['IqmEgRwQSOY', 'QIZEtbc67zY']",2276858,30215578,2850434,26333773,10558454,Comedy,2003,1
393,2003-06-20 00:00:00+00:00,Alex & Emma,Original Screenplay,30000000,6111074,14208384,21465729,1150199,15358583,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,,43,"Action, Thriller",,6.8,553,tt6681686,0,['cMEvxaFvxps'],21386,45323371,1737696,23203425,9232482,Comedy,2003,6
394,2003-07-18 00:00:00+00:00,How to Deal,Based on Fiction Book/Short Story,16000000,5809960,14108518,21314858,0,14108518,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",,PG-13,101,"Comedy, Drama, Romance",45,5.6,8996,tt0319524,0,['c-YnlR6QXpY'],4758,24172469,0,21314858,8777567,Drama,2003,7
395,2003-12-19 00:00:00+00:00,House of Sand and Fog,Based on Fiction Book/Short Story,16500000,45572,13005485,19314648,3152438,16157923,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Nominated for 3 Oscars. Another 13 wins & 39 nominations.,R,126,"Crime, Drama",71,7.5,62949,tt0315983,39,['Ev268GVGNIw'],102432,24504406,4681734,23996382,67679,Drama,2003,12
396,2003-02-21 00:00:00+00:00,Gods and Generals,,55000000,4675246,12882934,19463269,41002,12923936,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",2 wins & 3 nominations.,PG-13,219,"Biography, Drama, History, War",30,6.4,14799,tt0279111,3,['VxPXrrZ8bJU'],397000,83092857,61944,19525213,7063264,Drama,2003,2
397,2003-04-25 00:00:00+00:00,Confidence,Original Screenplay,15000000,4563588,12212417,18450264,0,12212417,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",,R,97,"Crime, Thriller",59,6.7,32645,tt0310910,0,"['HHog7TlnQsk', 'XRlzMmzJO_s']",15111,22661686,0,18450264,6894573,Action,2003,4
398,2003-04-18 00:00:00+00:00,Winged Migration,Based on Real Life Events,28000000,33128,11689053,17659580,27445930,39134983,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Nominated for 1 Oscar. Another 5 wins & 14 nominations.,G,89,Documentary,82,7.9,11237,tt0301727,14,"['Pc_qpk2d-ao', 'w_0kMdH0FLA', 'c2nJp77slYQ']",149697,42301822,41464744,59124324,50049,Documentary,2003,4
399,2003-09-26 00:00:00+00:00,Duplex,Original Screenplay,40000000,4617128,9652000,14582040,418651,10070651,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",2 nominations.,PG-13,89,Comedy,50,5.9,53272,tt0266489,2,['lcsFE7C80-o'],26013,60431164,632489,15214529,6975460,Action,2003,9
400,2004-05-19 00:00:00+00:00,Shrek 2,Based on Fiction Book/Short Story,70000000,108037878,441226247,647273927,495781885,937008132,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Nominated for 2 Oscars. Another 18 wins & 50 nominations.,PG,93,"Animation, Adventure, Comedy, Family, Fantasy, Romance",75,7.2,397189,tt0298148,50,['dB7a9utApIQ'],242630,102689210,727306432,1374580359,158490348,Adventure,2004,5
401,2004-06-30 00:00:00+00:00,Spider-Man 2,Based on Comic/Graphic Novel,200000000,88156227,373524485,547956206,421586185,795110670,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Won 1 Oscar. Another 24 wins & 60 nominations.,PG-13,127,"Action, Adventure, Sci-Fi",83,7.3,518755,tt0316654,60,['3jBFwltrxJw'],693628,293397743,618462177,1166418383,129324190,Action,2004,6
402,2004-02-25 00:00:00+00:00,The Passion of the Christ,Based on Religious Text,25000000,83848082,370782930,543911111,251558994,622341924,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",Nominated for 3 Oscars. Another 31 wins & 21 nominations.,R,127,Drama,47,7.1,205053,tt0335345,21,['4Aif1qEB_JU'],2559067,36673149,369018422,912929533,122998929,Drama,2004,2
403,2004-12-22 00:00:00+00:00,Meet the Fockers,Original Screenplay,60000000,46120980,279167575,404193819,237400000,516567575,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",2 wins & 7 nominations.,PG-13,115,"Comedy, Romance",41,6.3,243687,tt0290002,7,['48S3ogRGpjM'],32226,86871224,343720479,747914298,66776433,Comedy,2004,12
404,2004-11-05 00:00:00+00:00,The Incredibles,Original Screenplay,92000000,70467623,261441092,383083289,370000000,631441092,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Metacritic', 'Value': '90/100'}]",Won 2 Oscars. Another 65 wins & 56 nominations.,PG,115,"Animation, Action, Adventure, Family",90,8,625500,tt0317705,56,"['-UaGUdNJdRQ', 'sZwWCrFNfzQ', 'sJCjKQQOqT0']",10892042,134805367,542152023,925235312,103254498,Action,2004,11
405,2004-06-04 00:00:00+00:00,Harry Potter and the Prisoner of Azkaban,Based on Fiction Book/Short Story,130000000,93687367,249757726,366070829,547149597,796907323,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Nominated for 2 Oscars. Another 17 wins & 51 nominations.,PG,142,"Adventure, Family, Fantasy, Mystery",82,7.9,512143,tt0304141,51,"['R69laoH02xg', 'Sp1yQfhwvK4', '1y3vfrfmoCw']",6704,190541484,801959201,1168030030,137317922,Adventure,2004,6
406,2004-11-10 00:00:00+00:00,The Polar Express,Based on Fiction Book/Short Story,170000000,23325035,188042855,269052326,124140582,312183437,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",Nominated for 3 Oscars. Another 5 wins & 23 nominations.,G,100,"Animation, Adventure, Comedy, Family, Fantasy, Musical",61,6.6,163883,tt0338348,23,['F8_GUrqe5tc'],1006246,243236550,177620746,446673072,33373535,Adventure,2004,11
407,2004-05-28 00:00:00+00:00,The Day After Tomorrow,Based on Fiction Book/Short Story,125000000,68743584,186740799,273946646,369578651,556319450,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",Won 1 BAFTA Film Award. Another 5 wins & 12 nominations.,PG-13,124,"Action, Adventure, Sci-Fi, Thriller",47,6.4,398620,tt0319262,12,"['Ze8Gshk53Y8', 'rJrdbpjUaQ8', 'St8oi5wgHYY', 'HUBDFoMNXzA']",308410,183373590,542167712,816114358,100846062,Action,2004,5
408,2004-07-23 00:00:00+00:00,The Bourne Supremacy,Based on Fiction Book/Short Story,85000000,52521865,176087450,258318295,134913674,311001124,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",5 wins & 22 nominations.,PG-13,108,"Action, Mystery, Thriller",73,7.7,417595,tt0372183,22,"['ofMkaGkyAPw', 'zsrdBGr8NIk']",64392,124694037,197916831,456235126,77048981,Action,2004,7
409,2004-11-19 00:00:00+00:00,National Treasure,Original Screenplay,100000000,35142554,173005002,252950392,158318408,331323410,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 win & 9 nominations.,PG,131,"Action, Adventure, Mystery, Thriller",39,6.8,292189,tt0368891,9,"['by2yMNLmCDs', 'I0u9-5lPP4Q']",19827,146209872,231477141,484427533,51381883,Adventure,2004,11
410,2004-10-01 00:00:00+00:00,Shark Tale,Original Screenplay,75000000,47604606,161412000,236759826,210505043,371917043,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Nominated for 1 Oscar. Another 3 wins & 15 nominations.,PG,90,"Animation, Adventure, Comedy, Family, Fantasy",48,6,159335,tt0307453,15,"['mp2SbaK8dDg', '1VX7g_4IVfU']",1329377,110010327,308769715,545529541,69826643,Animation,2004,10
411,2004-07-16 00:00:00+00:00,"I, Robot",Based on Fiction Book/Short Story,105000000,52179887,144801023,212421468,203828562,348629585,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Nominated for 1 Oscar. Another 1 win & 13 nominations.,PG-13,115,"Action, Drama, Sci-Fi, Thriller",59,7.1,479326,tt0343818,13,['J1NZJXo-Lso'],5006,154033816,299014202,511435670,76547305,Action,2004,7
412,2004-05-14 00:00:00+00:00,Troy,Based on Fiction Book/Short Story,150000000,46865412,133298577,195547507,350862688,484161265,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",Nominated for 1 Oscar. Another 4 wins & 21 nominations.,R,163,"Drama, History",56,7.2,465942,tt0332452,21,"['enJYNuWBJ9g', 'qg-TZ22fXzg', 'ekshABiptOY']",752699,220048305,514711600,710259107,68751030,Adventure,2004,5
413,2004-12-10 00:00:00+00:00,Ocean's Twelve,Original Screenplay,110000000,39153380,125531634,183305544,237457442,362989076,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",3 wins & 8 nominations.,PG-13,125,"Crime, Thriller",58,6.5,341369,tt0349903,8,['YqcQv3dt_hY'],30848,160625725,346743400,530048944,57173091,Thriller,2004,12
414,2004-02-13 00:00:00+00:00,50 First Dates,Original Screenplay,75000000,39852237,120776832,177178249,75543497,196320329,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",6 wins & 10 nominations.,PG-13,99,"Comedy, Drama, Romance",48,6.8,312398,tt0343660,10,"['ErjP5xMTc8I', 'Vi1uewVWxos']",2950521,110024153,110821457,287999706,58462781,Comedy,2004,2
415,2004-05-07 00:00:00+00:00,Van Helsing,Original Screenplay,170000000,51748040,120150546,176259497,180000000,300150546,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '35/100'}]",3 wins & 21 nominations.,PG-13,131,"Action, Adventure, Fantasy",35,6.1,235060,tt0338526,21,"['W6C6qcCW2JE', 'bEOQbdo6MbY', 'RThYD4l1iSc', 'p-eNq8ENgzQ']",282852,249388084,264057971,440317468,75913791,Horror,2004,5
416,2004-12-17 00:00:00+00:00,Lemony Snicket's A Series of Unfortunate Events,Based on Fiction Book/Short Story,100000000,30061756,118627117,172925628,94328907,212956024,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",Won 1 Oscar. Another 9 wins & 28 nominations.,PG,108,"Adventure, Comedy, Family, Fantasy",62,6.8,188339,tt0339291,28,['fccho1IyX8Y'],1571116,145772427,137505537,310431165,43821751,Adventure,2004,12
417,2004-06-18 00:00:00+00:00,Dodgeball: A True Underdog Story,Original Screenplay,30000000,30070196,114326736,167716029,53464968,167791704,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",2 wins & 9 nominations.,PG-13,92,"Comedy, Sport",55,6.7,219266,tt0364725,9,"['MYie9VhNW8g', 'j5unqrzdF5k']",42428,44009660,78432503,246148532,44112637,,2004,6
418,2004-07-30 00:00:00+00:00,The Village,Original Screenplay,71682975,50746142,114197520,167526468,143444114,257641634,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",Nominated for 1 Oscar. Another 4 wins & 22 nominations.,PG-13,108,"Drama, Mystery, Thriller",44,6.5,233437,tt0368447,22,['c7TL1BZegLo'],47786,105158112,210430890,377957358,74444015,Drama,2004,7
419,2004-12-17 00:00:00+00:00,The Aviator,Based on Real Life Events,110000000,858021,102608827,147273089,105762065,208370892,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",Won 5 Oscars. Another 81 wins & 130 nominations.,PG-13,170,"Biography, Drama",77,7.5,316662,tt0338751,130,['FebPJlmgldE'],1933730,157881541,151798889,299071978,1231506,Drama,2004,12
420,2004-12-15 00:00:00+00:00,Million Dollar Baby,Based on Fiction Book/Short Story,30000000,179953,100492203,142872176,131436024,231928227,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",Won 4 Oscars. Another 64 wins & 84 nominations.,PG-13,132,"Drama, Sport",86,8.1,605093,tt0405159,84,"['5_RsHRmIRBY', 'shbZOZmoyF0']",1373051,42651719,186865748,329737924,255843,Drama,2004,12
421,2004-08-06 00:00:00+00:00,Collateral,Original Screenplay,60000000,24701458,100170152,146948481,117500000,217670152,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Nominated for 2 Oscars. Another 23 wins & 68 nominations.,R,120,"Crime, Drama, Thriller",71,7.5,342555,tt0369339,68,['JlcX_GXtf40'],8016,88019321,172371172,319319653,36236759,Drama,2004,8
422,2004-08-11 00:00:00+00:00,The Princess Diaries 2: Royal Engagement,Based on Fiction Book/Short Story,45000000,22956453,95149435,139583147,26922000,122071435,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",1 win & 2 nominations.,G,113,"Comedy, Family, Romance",43,5.8,69721,tt0368933,2,['iemU7EUQgmo'],26309,66014491,39494270,179077417,33676857,Comedy,2004,8
423,2004-03-05 00:00:00+00:00,Starsky & Hutch,Based on TV,60000000,28103367,88200225,129388729,82000000,170200225,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",3 wins & 10 nominations.,PG-13,101,"Comedy, Crime",55,6.1,134255,tt0335438,10,['o0NsujlK0FY'],127910,88019318,120293069,249681798,41227320,Comedy,2004,3
424,2004-01-16 00:00:00+00:00,Along Came Polly,Original Screenplay,42000000,27721185,88073507,129202839,84970903,173044410,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",1 win & 9 nominations.,PG-13,90,"Comedy, Romance",44,6,121252,tt0343135,9,['BTXS-5D_U8k'],597775,61613525,124651354,253854193,40666664,Comedy,2004,1
425,2004-04-30 00:00:00+00:00,Mean Girls,Based on Fiction Book/Short Story,18000000,24432195,86047227,126230310,44905799,130953026,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",7 wins & 25 nominations.,PG-13,97,Comedy,66,7,311563,tt0377092,25,['KAOmTMCtGkI'],8612593,26405796,65876299,192106609,35841754,Comedy,2004,4
426,2004-11-19 00:00:00+00:00,The SpongeBob SquarePants Movie,Based on TV,30000000,32018216,85416609,125144234,56634646,142051255,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",1 win & 10 nominations.,PG,87,"Animation, Adventure, Comedy, Family, Fantasy",66,7,73784,tt0345950,10,['Tv8xk7BKaNM'],9862568,43953126,82975658,208119892,46910023,Animation,2004,11
427,2004-03-26 00:00:00+00:00,Scooby-Doo 2: Monsters Unleashed,Based on TV,25000000,29438331,84185387,123499014,97000000,181185387,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",1 win & 4 nominations.,PG,93,"Adventure, Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi",34,5,45344,tt0331632,4,['b-mArPr_Txg'],704747,36674718,142297906,265796920,43185699,Mystery,2004,3
428,2004-07-09 00:00:00+00:00,Anchorman: The Legend of Ron Burgundy,Original Screenplay,25000000,28416365,84136909,123427892,5339356,89476265,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",1 win & 13 nominations.,PG-13,94,Comedy,63,7.2,317242,tt0357413,13,"['NJQ4qEWm9lU', '-T3wnP91OnI']",929490,36674716,7832774,131260666,41686485,Comedy,2004,7
429,2004-06-25 00:00:00+00:00,The Notebook,Based on Fiction Book/Short Story,30000000,13464745,81001787,118828708,35023236,116025023,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",12 wins & 10 nominations.,PG-13,123,"Drama, Romance",53,7.8,489635,tt0332280,10,['FC6biTjEyZw'],5932069,44009661,51378692,170207400,19752629,Romance,2004,6
430,2004-08-13 00:00:00+00:00,Alien vs. Predator,Spin-Off,70000000,38291056,80281096,117771456,92262423,172543519,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",2 wins & 4 nominations.,PG-13,101,"Action, Adventure, Horror, Sci-Fi, Thriller",29,5.6,178257,tt0370263,4,"['gDMa68ptp2w', '_kF_sV4-nV8', 'Cld40qD7HcY']",826888,102689204,135347926,253119382,56172544,,2004,8
431,2004-04-23 00:00:00+00:00,Man on Fire,Remake,60000000,22751490,77906816,114288412,53061763,130968579,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win & 7 nominations.,R,146,"Action, Crime, Drama, Thriller",47,7.7,315758,tt0328107,7,['eDDh50B6kA4'],360269,88019316,77841002,192129414,33376176,Action,2004,4
