,Title,Released,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
539,Corpse Bride,"Sep 23, 2005","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Nominated for 1 Oscar. Another 9 wins & 28 nominations.,PG,77 min,"Animation, Drama, Family, Fantasy, Musical, Romance",83,7.3,"230,837",tt0121164,28
540,Kicking and Screaming,"May 13, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",2 nominations.,R,96 min,"Comedy, Drama, Romance",75,6.9,"9,761",tt0113537,2
541,Hide and Seek,"Jan 28, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",1 win & 5 nominations.,R,101 min,"Drama, Horror, Mystery, Thriller",35,6.0,"79,403",tt0382077,5
542,The Hitchhiker's Guide to the Galaxy,"Apr 29, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",1 win & 10 nominations.,PG,109 min,"Adventure, Comedy, Sci-Fi",63,6.8,"180,506",tt0371724,10
543,Syriana,"Nov 23, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Won 1 Oscar. Another 13 wins & 28 nominations.,R,128 min,"Drama, Thriller",76,6.9,"122,685",tt0365737,28
544,Racing Stripes,"Jan 14, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 nominations.,PG,102 min,"Adventure, Comedy, Drama, Family, Sport",43,5.2,"15,187",tt0376105,3
545,Just Like Heaven,"Sep 16, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win & 1 nomination.,PG-13,95 min,"Comedy, Drama, Fantasy, Romance",47,6.7,"95,205",tt0425123,
546,The Skeleton Key,"Aug 12, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",5 nominations.,PG-13,104 min,"Drama, Horror, Mystery, Thriller",47,6.5,"102,391",tt0397101,5
547,Kingdom of Heaven,"May 6, 2005","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",5 wins & 14 nominations.,R,144 min,"Action, Adventure, Drama, History, War",63,7.2,"256,716",tt0320661,14
548,Munich,"Dec 23, 2005","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Nominated for 5 Oscars. Another 14 wins & 69 nominations.,R,164 min,"Drama, History, Thriller",74,7.5,"202,929",tt0408306,69
549,Boogeyman,"Feb 4, 2005","[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",N/A,PG-13,89 min,"Drama, Horror, Mystery, Thriller",32,4.2,"28,966",tt0357507,
550,The Legend of Zorro,"Oct 28, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",2 wins & 3 nominations.,PG,129 min,"Action, Adventure, Romance, Thriller, Western",47,5.9,"88,603",tt0386140,3
551,Must Love Dogs,"Jul 29, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 nomination.,PG-13,98 min,"Comedy, Romance",46,5.9,"29,580",tt0417001,
552,Transporter 2,"Sep 2, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '56/100'}]",N/A,PG-13,87 min,"Action, Thriller",56,6.3,"184,564",tt0388482,
553,Rumor Has It,"Dec 25, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",1 nomination.,N/A,N/A,N/A,N/A,5.5,14,tt0305096,
554,Fever Pitch,"Apr 8, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",9 nominations.,PG-13,104 min,"Comedy, Drama, Romance, Sport",56,6.2,"40,958",tt0332047,9
555,The Adventures of Sharkboy and Lavagirl 3-D,"Jun 10, 2005","[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 win & 10 nominations.,PG,93 min,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",38,3.5,"28,926",tt0424774,10
556,The Sisterhood of the Traveling Pants,"Jun 1, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",1 win & 14 nominations.,PG,119 min,"Comedy, Drama, Romance",66,6.5,"52,019",tt0403508,14
557,Pride & Prejudice,"Nov 11, 2005","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 1 Golden Globe. Another 10 wins & 19 nominations.,R,119 min,"Biography, Comedy, Drama, History, Romance",79,7.8,"48,533",tt3169706,19
558,The Brothers Grimm,"Aug 26, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",4 wins & 5 nominations.,PG-13,118 min,"Action, Adventure, Comedy, Fantasy, Horror, Mystery, Thriller",51,5.9,"112,883",tt0355295,5
559,Beauty Shop,"Mar 30, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",15 nominations.,PG-13,105 min,Comedy,53,5.5,"15,659",tt0388500,15
560,Derailed,"Nov 11, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",N/A,R,108 min,"Crime, Drama, Thriller",40,6.6,"69,056",tt0398017,
561,The Island,"Jul 22, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",1 win & 6 nominations.,PG-13,136 min,"Action, Sci-Fi, Thriller",50,6.8,"292,722",tt0399201,6
562,Hostage,"Mar 11, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",4 nominations.,R,113 min,"Action, Crime, Drama, Mystery, Thriller",44,6.6,"103,929",tt0340163,4
563,The Constant Gardener,"Aug 31, 2005","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Won 1 Oscar. Another 35 wins & 68 nominations.,R,129 min,"Drama, Mystery, Romance, Thriller",82,7.4,"127,954",tt0387131,68
564,Dreamer: Inspired by a True Story,"Oct 21, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",1 win & 5 nominations.,PG,106 min,"Drama, Family, Sport",59,6.8,"11,656",tt0418647,5
565,The Bad News Bears,"Jul 22, 2005","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Nominated for 1 BAFTA Film Award. Another 1 win.,PG,102 min,"Comedy, Drama, Family, Sport",83,7.3,"19,186",tt0074174,
566,Because of Winn-Dixie,"Feb 18, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",2 nominations.,PG,106 min,"Comedy, Drama, Family",54,6.3,"9,971",tt0317132,2
567,Stealth,"Jul 29, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",2 nominations.,PG-13,121 min,"Action, Adventure, Sci-Fi, Thriller",35,5.1,"50,357",tt0382992,2
568,House of Wax,"May 6, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",5 wins & 11 nominations.,R,113 min,"Horror, Thriller",41,5.3,"110,997",tt0397065,11
569,The Wedding Date,"Feb 4, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",N/A,PG-13,90 min,"Comedy, Romance",32,6.2,"46,379",tt0372532,
570,A History of Violence,"Sep 23, 2005","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Nominated for 2 Oscars. Another 37 wins & 80 nominations.,R,96 min,"Drama, Thriller",81,7.4,"215,356",tt0399146,80
571,Get Rich or Die Tryin',"Nov 9, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",6 wins & 3 nominations.,R,117 min,"Biography, Crime, Drama, Music",45,5.3,"42,486",tt0430308,3
572,The Fog,"Oct 14, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",1 win & 2 nominations.,R,89 min,"Horror, Thriller",55,6.8,"59,656",tt0080749,2
573,Rent,"Nov 23, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",1 win & 21 nominations.,PG-13,135 min,"Drama, Musical, Romance",53,6.9,"47,347",tt0294870,21
574,Doom,"Oct 21, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",3 nominations.,R,105 min,"Action, Adventure, Fantasy, Horror, Sci-Fi, War",34,5.2,"102,157",tt0419706,3
575,Zathura,"Nov 11, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",2 wins & 3 nominations.,PG,101 min,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",67,6.2,"87,342",tt0406375,3
576,XXX: State of the Union,"Apr 29, 2005","[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",1 nomination.,PG-13,101 min,"Action, Adventure, Crime, Sci-Fi, Thriller",37,4.4,"65,209",tt0329774,
577,Elizabethtown,"Oct 14, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 wins & 4 nominations.,PG-13,123 min,"Comedy, Drama, Romance",45,6.4,"65,339",tt0368709,4
578,Aeon Flux,"Dec 2, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,N/A,21 min,Short,N/A,5.3,188,tt1003269,
579,Serenity,"Sep 30, 2005","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",9 wins & 9 nominations.,PG-13,119 min,"Action, Adventure, Sci-Fi, Thriller",74,7.8,"275,375",tt0379786,9
580,Dark Water,"Jul 8, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",5 nominations.,PG-13,105 min,"Drama, Horror, Mystery",52,5.6,"58,141",tt0382628,5
581,Elektra,"Jan 14, 2005","[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",2 nominations.,PG-13,97 min,"Action, Adventure, Crime, Fantasy",34,4.7,"84,077",tt0357277,2
582,Ice Princess,"Mar 18, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",N/A,G,98 min,"Comedy, Drama, Family, Sport",55,6.0,"23,588",tt0396652,
583,Lord of War,"Sep 16, 2005","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",2 wins & 2 nominations.,R,122 min,"Crime, Drama",62,7.6,"283,221",tt0399295,2
584,Match Point,"Dec 28, 2005","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 1 Oscar. Another 12 wins & 30 nominations.,R,124 min,"Drama, Romance, Thriller",72,7.6,"196,701",tt0416320,30
585,Deuce Bigalow: European Gigolo,"Aug 12, 2005","[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",3 wins & 10 nominations.,R,83 min,Comedy,23,4.7,"46,840",tt0367652,10
586,A Lot Like Love,"Apr 22, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",1 win & 3 nominations.,PG-13,107 min,"Comedy, Drama, Romance",48,6.6,"65,452",tt0391304,3
587,Assault On Precinct 13,"Jan 19, 2005","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",1 win & 2 nominations.,R,109 min,"Action, Crime, Drama, Thriller",54,6.3,"71,672",tt0398712,2
588,Man of the House,"Feb 25, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",N/A,PG-13,100 min,"Comedy, Crime",35,5.4,"22,128",tt0331933,
589,Valiant,"Aug 19, 2005","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 nominations.,G,76 min,"Animation, Adventure, Comedy, Family, War",45,5.5,"19,724",tt0361089,2
590,Pirates of the Caribbean: Dead Man's Chest,"Jul 7, 2006","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",Won 1 Oscar. Another 43 wins & 53 nominations.,PG-13,151 min,"Action, Adventure, Fantasy",53,7.3,"629,595",tt0383574,53
591,Night at the Museum,"Dec 22, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",2 wins & 8 nominations.,PG,108 min,"Adventure, Comedy, Family, Fantasy",48,6.4,"298,057",tt0477347,8
592,Cars,"Jun 9, 2006","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Nominated for 2 Oscars. Another 28 wins & 32 nominations.,G,117 min,"Animation, Comedy, Family, Sport",73,7.1,"344,601",tt0317219,32
593,X-Men: The Last Stand,"May 26, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",7 wins & 37 nominations.,PG-13,104 min,"Action, Sci-Fi",58,6.7,"465,130",tt0376994,37
594,The Da Vinci Code,"May 19, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",Nominated for 1 Golden Globe. Another 8 wins & 20 nominations.,PG-13,149 min,"Action, Mystery, Thriller",46,6.6,"383,308",tt0382625,20
595,Superman Returns,"Jun 28, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 1 Oscar. Another 12 wins & 41 nominations.,PG-13,154 min,"Action, Sci-Fi",72,6.0,"264,816",tt0348150,41
596,Happy Feet,"Nov 17, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",Won 1 Oscar. Another 19 wins & 26 nominations.,PG,108 min,"Animation, Adventure, Comedy, Family, Music, Musical, Romance",77,6.4,"161,932",tt0366548,26
597,Ice Age: The Meltdown,"Mar 31, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",8 wins & 16 nominations.,PG,91 min,"Animation, Adventure, Comedy, Family",58,6.8,"243,947",tt0438097,16
598,Casino Royale,"Nov 17, 2006","[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",Won 1 BAFTA Film Award. Another 26 wins & 44 nominations.,PG-13,144 min,"Action, Adventure, Thriller",80,8.0,"552,947",tt0381061,44
599,The Pursuit of Happyness,"Dec 15, 2006","[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Nominated for 1 Oscar. Another 12 wins & 25 nominations.,PG-13,117 min,"Biography, Drama",64,8.0,"420,298",tt0454921,25
600,Over the Hedge,"May 19, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",7 wins & 26 nominations.,PG,83 min,"Animation, Adventure, Comedy, Family, Fantasy",67,6.7,"152,457",tt0327084,26
601,Talladega Nights: The Ballad of Ricky Bobby,"Aug 4, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",8 wins & 9 nominations.,PG-13,108 min,"Comedy, Sport",66,6.6,"159,105",tt0415306,9
602,Click,"Jun 23, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",Nominated for 1 Oscar. Another 3 wins & 11 nominations.,PG-13,107 min,"Comedy, Drama, Fantasy, Romance",45,6.4,"291,685",tt0389860,11
603,Mission: Impossible III,"May 5, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",7 wins & 14 nominations.,PG-13,126 min,"Action, Adventure, Thriller",66,6.9,"315,785",tt0317919,14
604,The Departed,"Oct 6, 2006","[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",Won 4 Oscars. Another 94 wins & 139 nominations.,R,151 min,"Crime, Drama, Thriller",85,8.5,"1,120,989",tt0407887,139
605,Borat,"Nov 3, 2006","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",Nominated for 1 Oscar. Another 20 wins & 33 nominations.,R,84 min,Comedy,89,7.3,"340,087",tt0443453,33
606,The Devil Wears Prada,"Jun 30, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",Nominated for 2 Oscars. Another 20 wins & 50 nominations.,PG-13,109 min,"Comedy, Drama",62,6.9,"350,144",tt0458352,50
607,The Break-Up,"Jun 2, 2006","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 wins & 5 nominations.,PG-13,106 min,"Comedy, Drama, Romance",45,5.8,"120,119",tt0452594,5
608,Dreamgirls,"Dec 15, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Won 2 Oscars. Another 66 wins & 92 nominations.,PG-13,130 min,"Drama, Music, Musical",76,6.5,"65,757",tt0443489,92
609,Scary Movie 4,"Apr 14, 2006","[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",1 win & 3 nominations.,PG-13,83 min,Comedy,40,5.1,"109,206",tt0362120,3
610,Failure to Launch,"Mar 10, 2006","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",5 nominations.,PG-13,97 min,"Comedy, Romance",47,5.6,"69,339",tt0427229,5
611,Inside Man,"Mar 24, 2006","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",6 wins & 11 nominations.,R,129 min,"Crime, Drama, Mystery, Thriller",76,7.6,"321,181",tt0454848,11
612,Open Season,"Sep 29, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",1 win & 10 nominations.,PG,86 min,"Animation, Adventure, Comedy, Family, Fantasy",49,6.1,"81,773",tt0400717,10
