Unnamed: 0,Released,Title,Source,Production Budget,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations,trailer ids,max viewcount,Infl. Adj. Production Budget,Infl. Adj. International Box Office,Infl. Adj. Worldwide Box Office,Infl. Adj. Opening Weekend Revenue,Genre
769,"Oct 12, 2007",We Own the Night,Original Screenplay,28000000,10826287,28563179,37821295,26744678,55307857,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",1 win & 5 nominations.,R,117 min,"Crime, Drama, Thriller",59.0,6.8,"82,005",tt0498399,5.0,['vCXVToxZNB4'],72563.0,37075574,35413367,73234662,14335385,Drama
770,"Feb 9, 2007",Hannibal Rising,Based on Fiction Book/Short Story,50000000,13051650,27669725,36638252,52913586,80583311,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",2 nominations.,R,121 min,"Adventure, Crime, Drama, Thriller, War",35.0,6.2,"99,862",tt0367959,2.0,['7LnMX1jgfRE'],182003.0,66206389,70064350,106702602,17282052,Crime
771,"Jun 15, 2007",Nancy Drew,Based on Fiction Book/Short Story,20000000,6832318,25584685,33877393,5119160,30703845,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",7 nominations.,PG,99 min,"Comedy, Crime, Family, Mystery, Romance, Thriller",53.0,5.9,"18,608",tt0479500,7.0,"['oxkAM7KEjWE', 'Y9UEn5ojXkM']",150093.0,26482556,6778422,40655815,9046862,Action
772,"Apr 5, 2007",The Reaping,Original Screenplay,40000000,10025203,25126214,33270312,37100000,62226214,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 nomination.,R,99 min,"Horror, Thriller",36.0,5.6,"41,176",tt0444682,,['uJmoEPwudN0'],197468.0,52965101,49125131,82395443,13274647,Thriller
773,"Apr 6, 2007",Grindhouse,Original Screenplay,53000000,11596613,25031037,33144294,25156752,50187789,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",7 wins & 15 nominations.,R,191 min,"Action, Horror, Thriller",77.0,7.5,"173,445",tt0462322,15.0,['j1cjXKdox0M'],196731.0,70178777,33310756,66455050,15355398,
774,"Sep 14, 2007",Across the Universe,Original Screenplay,45000000,667784,24343673,32234132,5023470,29367143,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",Nominated for 1 Oscar. Another 2 wins & 17 nominations.,PG-13,133 min,"Drama, Fantasy, History, Music, Musical, Romance",56.0,7.3,"103,193",tt0445922,17.0,['OYa3K2kKfUM'],292039.0,59585746,6651715,38885847,884231,Adventure
775,"Apr 20, 2007",Hot Fuzz,Original Screenplay,16000000,5848464,23618786,31274293,58123832,81742618,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",2 wins & 9 nominations.,R,121 min,"Action, Comedy, Mystery",81.0,7.8,"440,738",tt0425112,9.0,['ayTnvVpj9t4'],3940139.0,21186046,76963386,108237679,7744114,Crime
776,"Aug 24, 2007",War,Original Screenplay,25000000,9820089,22486409,29774878,18200000,40686409,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '36/100'}]",,R,103 min,"Action, Thriller",36.0,6.2,"82,628",tt0499556,,"['6ZfuNTqbHE8', 'QwievZ1Tx-8']",234810915.0,33103193,24099124,53874002,13003052,Action
777,"Mar 23, 2007",The Hills Have Eyes II,Remake,15000000,9686362,20804166,27547374,16662372,37466538,,,,,,,,,,,['Fy2t5N2WljM'],690311.0,19861916,22063109,49610483,12825980,
778,"Oct 19, 2007","Gone, Baby, Gone",Based on Fiction Book/Short Story,19000000,5501406,20300218,26880084,14051944,34352162,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 1 Oscar. Another 34 wins & 30 nominations.,R,114 min,"Crime, Drama, Mystery, Thriller",72.0,7.6,"240,138",tt0452623,30.0,['itPTyd3DkEw'],1482188.0,25158429,18606570,45486654,7284564,
779,"Mar 23, 2007",Reign Over Me,Original Screenplay,20000000,7460690,19661987,26034977,420000,20081987,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",3 nominations.,R,124 min,Drama,61.0,7.4,"91,157",tt0490204,3.0,['yzQYokimcg0'],34421.0,26482549,556133,26591110,9878904,Drama
780,"May 11, 2007",Georgia Rule,Original Screenplay,20000000,6773870,18882880,25003342,1936721,20819601,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",3 wins & 5 nominations.,R,113 min,"Comedy, Drama",25.0,5.8,"23,187",tt0791304,5.0,['tdG7UdD0XtY'],343623.0,26482551,2564465,27567807,8969468,Comedy
781,"Aug 3, 2007",Becoming Jane,Based on Real Life Events,16500000,972066,18663911,24713398,20716965,39380876,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",3 wins & 6 nominations.,PG,120 min,"Biography, Drama, Romance",55.0,7.1,"55,972",tt0416508,6.0,['OYViBfUvSOA'],1691118.0,21848103,27431903,52145301,1287139,Drama
782,"Sep 21, 2007",Into the Wild,Based on Fiction Book/Short Story,20000000,212440,18354356,24231862,38468604,56822960,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Nominated for 2 Oscars. Another 23 wins & 103 nominations.,R,148 min,"Adventure, Biography, Drama",73.0,8.1,"541,807",tt0758758,103.0,['g7ArZ7VD-QQ'],3912360.0,26404480,50787175,75019037,280468,Adventure
783,"Dec 21, 2007",Walk Hard: The Dewey Cox Story,Original Screenplay,35000000,4174383,18317151,24197107,2288902,20606053,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",Nominated for 2 Golden Globes. Another 1 win & 4 nominations.,R,96 min,"Comedy, Music",63.0,6.8,"63,930",tt0841046,4.0,['4yzjtnj8Y3U'],1589681.0,46235287,3023658,27220765,5514394,Comedy
784,"Apr 27, 2007",Next,Based on Fiction Book/Short Story,70000000,7133049,18211013,24113705,55380487,73591500,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",2 wins & 3 nominations.,PG-13,96 min,"Action, Sci-Fi, Thriller",42.0,6.2,"143,280",tt0435705,3.0,"['rBxcF-r9Ibs', 'F6QaLsw8EWY']",38417031.0,92688932,73330831,97444536,9445067,Action
785,"Sep 14, 2007",Eastern Promises,Original Screenplay,50000000,547092,17181265,22750184,38895823,56077088,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Nominated for 1 Oscar. Another 28 wins & 71 nominations.,R,100 min,"Action, Crime, Drama, Thriller",82.0,7.6,"219,212",tt0765443,71.0,['tNnkDFOD7J0'],125532.0,66206370,51503025,74253209,724419,Thriller
786,"Mar 16, 2007",Dead Silence,Original Screenplay,20000000,7842725,16574590,21946874,4040071,20614661,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",,R,89 min,"Horror, Mystery, Thriller",34.0,6.2,"81,170",tt0455760,,['8b_HVtHmK30'],5949664.0,26482554,5349569,27296443,10384769,Horror
787,"Oct 12, 2007",Elizabeth: The Golden Age,Based on Real Life Events,55000000,6153075,16285240,21563734,58585626,74870866,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",Won 1 Oscar. Another 6 wins & 33 nominations.,PG-13,114 min,"Biography, Drama, History, War",45.0,6.8,"63,970",tt0414055,33.0,['0wNboYbgYjo'],2216896.0,72827012,77574838,99138572,8147455,Drama
788,"Jan 5, 2007",Happily N'Ever After,Original Screenplay,47000000,6608244,15849032,20986142,22074786,37923818,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",1 nomination.,PG,87 min,"Animation, Adventure, Comedy, Family, Fantasy",28.0,4.5,"9,743",tt0308353,,['wHM6fNDKdu4'],238188.0,62234001,29229835,50215977,8750158,Animation
789,"Dec 14, 2007",The Kite Runner,Based on Fiction Book/Short Story,20000000,471713,15800078,20402765,58380667,74180745,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",Nominated for 1 Oscar. Another 6 wins & 24 nominations.,PG-13,128 min,Drama,61.0,7.6,"75,554",tt0419887,24.0,['dKzAuhhgiyY'],275123.0,25826157,75387414,95790179,609126,Drama
790,"Jan 12, 2007",Arthur et les Minimoys,Based on Fiction Book/Short Story,80000000,4294936,15132763,20037709,98192980,113325743,,,,,,,,,,,['xIzKgO3C6Z8'],41685.0,105930207,130020033,150057742,5687043,
791,"Aug 17, 2007",The Invasion,Remake,80000000,5951409,15074191,19960156,25072851,40147042,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",1 win & 2 nominations.,PG-13,99 min,"Sci-Fi, Thriller",45.0,5.9,"72,468",tt0427392,2.0,['s15PvvAt4lo'],840459.0,105930227,33199660,53159816,7880426,Science Fiction
792,"Nov 9, 2007",Lions for Lambs,Original Screenplay,35000000,6702434,14998070,19856047,48213018,63211088,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",3 nominations.,R,92 min,"Crime, Drama, Mystery, Thriller, War",47.0,6.2,"45,991",tt0891527,3.0,['n_V6ulwA0KE'],492785.0,46336738,63829542,83685589,8873398,Action
793,"Aug 3, 2007",Hot Rod,Original Screenplay,25000000,5310711,13938332,18456131,396069,14334401,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",1 win & 1 nomination.,PG-13,88 min,"Comedy, Sport",43.0,6.7,"72,361",tt0787475,,['DhdrA9qz79o'],1424250.0,33103191,524445,18980576,7032059,Action
794,"Sep 7, 2007",Shoot 'Em Up,Original Screenplay,39000000,5716554,12796824,16944627,14000000,26796824,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",3 nominations.,R,86 min,Action,49.0,6.7,"141,459",tt0465602,3.0,['jlx4n_ibNZE'],3042001.0,51640973,18537785,35482412,7569446,Action
795,"Jun 29, 2007",Evening,Based on Fiction Book/Short Story,30000000,3501971,12406646,16427981,478928,12885574,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",3 nominations.,PG-13,117 min,"Drama, Romance",45.0,6.5,"12,716",tt0765447,3.0,['l_mrZiFbglI'],374671.0,39723824,634161,17062142,4637056,Drama
796,"Sep 21, 2007",Sydney White,Based on Folk Tale/Legend/Fairytale,16500000,5196380,11892415,15747072,1743924,13636339,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",,PG-13,108 min,"Comedy, Drama, Romance",45.0,6.2,"44,587",tt0815244,,['N-Hua-wJzVc'],3594690.0,21848101,2309177,18056249,6880668,Comedy
797,"Sep 14, 2007",Dragon Wars: D-War,Based on Folk Tale/Legend/Fairytale,32000000,5041239,10977721,14535898,68937640,79915361,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",1 win & 1 nomination.,PG-13,90 min,"Action, Drama, Fantasy, Horror, Thriller",33.0,3.5,"23,103",tt0372873,,['LbF4DtgO_yY'],285940.0,42372067,91282198,105818096,6675241,Fantasy
798,"Jun 8, 2007",La Môme,Based on Real Life Events,15500000,179848,10299782,13625636,78312055,88611837,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",,,120 min,Music,,5.2,5,tt3252984,,"['uzEJ7NV_g98', 'ovNIoQn5Tvo']",3126684.0,20505031,103599431,117225067,237921,
799,"Oct 19, 2007",Rendition,Original Screenplay,27500000,4060012,9736045,12891761,17203880,26939925,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",1 win & 2 nominations.,R,122 min,"Drama, Thriller",55.0,6.8,"52,955",tt0804522,2.0,"['IaK-HKIdv1E', 'tFKmHy4SadY']",857716.0,36413495,22780123,35671884,5375971,Drama
800,"Jul 18, 2008",The Dark Knight,Based on Comic/Graphic Novel,185000000,158411483,535234033,676582901,468275260,1003509293,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Won 2 Oscars. Another 153 wins & 159 nominations.,PG-13,152 min,"Action, Crime, Drama, Thriller",84.0,9.0,"2,173,344",tt0468569,159.0,['kmJLuwP3MbY'],1760099.0,233856274,591941121,1268524022,200246049,Drama
801,"May 2, 2008",Iron Man,Based on Comic/Graphic Novel,186000000,102118668,318604126,404223700,266567421,585171547,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 2 Oscars. Another 21 wins & 65 nominations.,PG-13,126 min,"Action, Adventure, Sci-Fi",79.0,7.9,"896,884",tt0371746,65.0,['8hYlB38asDY'],4024909.0,235984414,338202993,742426693,129561366,Action
802,"May 22, 2008",Indiana Jones and the Kingdom of the Crystal Skull,Original Screenplay,185000000,100137835,317101119,402338604,469534294,786635413,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 1 BAFTA Film Award. Another 10 wins & 41 nominations.,PG-13,122 min,"Action, Adventure",65.0,6.1,"406,135",tt0367882,41.0,['nMhfESAa4tw'],361219.0,234728410,595746154,998084758,127055107,Adventure
803,"Jul 1, 2008",Hancock,Original Screenplay,150000000,62603879,227946274,289218732,396287998,624234272,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",4 wins & 12 nominations.,PG-13,92 min,"Action, Fantasy",49.0,6.4,"426,405",tt0448157,12.0,"['7E_Sg27AXC8', 'SEpXVfoRRCI', '7H9jrnOu0rQ', '6iFcGNOWnA8', 'aLXfp9CufV0']",112744.0,190320328,502811080,792029812,79431938,Fantasy
804,"Jun 27, 2008",WALL-E,Original Screenplay,180000000,63087526,223808164,283968229,308699861,532508025,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",Won 1 Oscar. Another 91 wins & 93 nominations.,G,98 min,"Animation, Adventure, Family, Sci-Fi",95.0,8.4,"944,782",tt0910970,93.0,['8-_9n5DtKOc'],906083.0,228384346,391678977,675647206,80045574,
805,"Jun 6, 2008",Kung Fu Panda,Original Screenplay,130000000,60239130,215434591,273343892,416475940,631910531,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Nominated for 1 Oscar. Another 14 wins & 38 nominations.,PG,92 min,"Animation, Action, Adventure, Comedy, Family",73.0,7.5,"396,138",tt0441773,38.0,['PXi3Mv6KMzY'],1612078.0,164944291,528425606,801769498,76431543,Adventure
806,"Nov 21, 2008",Twilight,Based on Fiction Book/Short Story,37000000,69637740,192769854,243728922,209510305,402280159,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",29 wins & 15 nominations.,PG-13,122 min,"Drama, Fantasy, Romance",56.0,5.2,"404,248",tt1099212,15.0,['uxjNDE2fMjI'],11561484.0,46781018,264894742,508623664,88046605,Drama
807,"Nov 7, 2008",Madagascar: Escape 2 Africa,Original Screenplay,150000000,63106589,180174880,228435327,419505894,599680774,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",4 wins & 11 nominations.,PG,89 min,"Animation, Adventure, Comedy, Family",61.0,6.6,"193,033",tt0479952,11.0,['cSo0k5a0l0w'],1057124.0,190178004,531871957,760307284,80009900,Family
808,"Nov 14, 2008",Quantum of Solace,Based on Fiction Book/Short Story,230000000,67528882,169368427,214757090,422323651,591692078,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Nominated for 2 BAFTA Film Awards. Another 4 wins & 30 nominations.,PG-13,106 min,"Action, Adventure, Thriller",58.0,6.6,"388,032",tt0830515,30.0,"['f6acw690AqQ', 'BBqYaFEWBxI']",1486250.0,291637181,535501214,750258304,85625794,Adventure
809,"Mar 14, 2008",Horton Hears a Who,Based on Fiction Book/Short Story,85000000,45012998,154529439,196067297,144948447,299477886,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",1 win & 18 nominations.,G,86 min,"Animation, Adventure, Comedy, Family, Fantasy",71.0,6.8,"124,508",tt0451079,18.0,['MIQFTBsGccA'],641986.0,107848189,183910912,379978209,57112592,
810,"May 30, 2008",Sex and the City,Based on TV,57500000,56848056,152647258,193679183,262600000,415247258,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",2 wins & 12 nominations.,R,145 min,"Comedy, Drama, Romance",53.0,5.6,"112,611",tt1000774,12.0,['ZaaLsOyUm_Q'],217812.0,72956128,333187468,526866651,72128940,Comedy
811,"Dec 12, 2008",Gran Torino,Original Screenplay,25000000,271720,148095302,180418066,126447783,274543085,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 1 Golden Globe. Another 21 wins & 20 nominations.,R,116 min,Drama,72.0,8.1,"689,726",tt1205489,20.0,['vLkBUix_D3U'],103104.0,30456412,154045835,334463901,331024,Drama
812,"Jul 18, 2008",Mamma Mia!,Based on Musical or Opera,52000000,27751240,144130063,182872546,471618709,615748772,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",Nominated for 2 Golden Globes. Another 15 wins & 23 nominations.,PG-13,108 min,"Comedy, Musical, Romance",51.0,6.4,"201,954",tt0795421,23.0,"['XZAvWkBAhkk', 'LViDBXFDAxw']",68944.0,65977716,598390871,781263417,35210835,Comedy
813,"Dec 25, 2008",Marley & Me,Based on Fiction Book/Short Story,60000000,36357586,143153751,179658410,104658260,247812011,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Nominated for 1 BAFTA Film Award. Another 1 win & 7 nominations.,PG-13,144 min,"Documentary, Biography, Music",82.0,8.0,"12,757",tt1183919,7.0,['KR5UBtAxseo'],180547.0,75300189,131346447,311004857,45628885,Comedy
814,"May 16, 2008",The Chronicles of Narnia: Prince Caspian,Based on Fiction Book/Short Story,225000000,55034805,141621490,179689658,275719798,417341288,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",2 wins & 20 nominations.,PG,150 min,"Action, Adventure, Family, Fantasy",62.0,6.5,"184,893",tt0499448,20.0,"['dSJqhmjYw-o', 'HMfC-vDB10c']",131870.0,285480494,349833886,529523544,69828281,Adventure
815,"Jun 13, 2008",The Incredible Hulk,Based on Comic/Graphic Novel,137500000,55414050,134806913,171043311,130766946,265573859,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",1 win & 8 nominations.,PG-13,112 min,"Action, Adventure, Sci-Fi",61.0,6.7,"415,900",tt0800080,8.0,"['NWWzve8Z90s', 'xbqNb2PFKKA']",7848540.0,174460305,165917391,336960702,70309469,Science Fiction
816,"Jun 27, 2008",Wanted,Based on Comic/Graphic Novel,75000000,50927085,134508551,170664745,207907909,342416460,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Nominated for 2 Oscars. Another 4 wins & 20 nominations.,R,110 min,"Action, Crime, Fantasy, Thriller",64.0,6.7,"348,124",tt0493464,20.0,['q9Mr-iYZRZk'],736605.0,95160164,263794011,434458756,64616397,Action
817,"Jun 20, 2008",Get Smart,Based on TV,80000000,38683480,130319208,165349306,96420208,226739416,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",3 wins & 6 nominations.,PG-13,110 min,"Action, Adventure, Comedy",54.0,6.5,"194,891",tt0425061,6.0,"['guUYvXf_KvA', 'xbf9AWiJDBI']",113861.0,101504181,122338178,287687484,49081686,Action
818,"Dec 25, 2008",The Curious Case of Benjamin Button,Based on Fiction Book/Short Story,160000000,26853816,127509326,159174120,202122632,329631958,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Won 3 Oscars. Another 81 wins & 157 nominations.,PG-13,166 min,"Drama, Fantasy, Romance",70.0,7.8,"556,750",tt0421715,157.0,['Y_e_XzgStHk'],87996.0,199733305,252316384,411490504,33522509,Fantasy
819,"Nov 26, 2008",Four Christmases,Original Screenplay,80000000,31069826,120146040,152335662,48165518,168311558,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",1 win & 1 nomination.,PG-13,88 min,"Comedy, Drama, Romance",41.0,5.7,"60,551",tt0369436,,['P8nzbUR9dgI'],1067033.0,101433663,61070061,213405723,39394078,Comedy
820,"Nov 21, 2008",Bolt,Original Screenplay,150000000,26223128,114053579,144487515,213961450,328015029,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Oscar. Another 1 win & 31 nominations.,PG,96 min,"Animation, Adventure, Comedy, Drama, Family",67.0,6.8,"180,705",tt0397892,31.0,['T_yzxWNEOu8'],1886283.0,190025840,271054696,415542211,33220479,Animation
821,"Aug 13, 2008",Tropic Thunder,Original Screenplay,90000000,25812796,110515313,140222077,80629943,191145256,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Nominated for 1 Oscar. Another 10 wins & 46 nominations.,R,107 min,"Action, Comedy, War",71.0,7.0,"362,813",tt0942385,46.0,['VsEdmjAudSI'],31843.0,114192201,102303452,242525529,32751333,Action
822,"Dec 25, 2008",Bedtime Stories,Original Screenplay,80000000,27450296,110101975,138367909,111366960,221468935,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",3 wins & 5 nominations.,PG,99 min,"Comedy, Family, Fantasy, Romance",33.0,6.0,"84,537",tt0960731,5.0,['dtxD0Hdi86M'],30586.0,100538003,139957647,278325556,34497474,Fantasy
823,"Aug 1, 2008",The Mummy: Tomb of the Dragon Emperor,Remake,175000000,40457770,102491776,130041797,303268449,405760225,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",2 wins & 6 nominations.,PG-13,112 min,"Action, Fantasy, Horror, Thriller",31.0,5.2,"144,872",tt0859163,6.0,['ol-U0ibnVD4'],3671784.0,222040395,384787693,514829490,51332910,Adventure
824,"Jul 11, 2008",Journey to the Center of the Earth,Based on Fiction Book/Short Story,45000000,21018141,101704370,129042731,141476567,243180937,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",3 wins & 3 nominations.,PG,93 min,"Action, Adventure, Family, Fantasy, Sci-Fi",57.0,5.8,"107,973",tt0373051,3.0,['a6gUG2VKbig'],62590.0,57096100,179505783,308548514,26667864,Adventure
825,"Sep 26, 2008",Eagle Eye,Original Screenplay,80000000,29150721,101440743,128706126,79144516,180585259,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 wins & 8 nominations.,PG-13,118 min,"Action, Mystery, Thriller",43.0,6.6,"170,261",tt1059786,8.0,['_wkqo_Rd3_Q'],1687881.0,101502510,100417088,229123214,36985892,Mystery
