Unnamed: 0,Released,Title,Source,Production Budget,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations,trailer ids,max viewcount,Infl. Adj. Production Budget,Infl. Adj. International Box Office,Infl. Adj. Worldwide Box Office,Infl. Adj. Opening Weekend Revenue,Genre
472,"Mar 19, 2004",Eternal Sunshine of the Spotless Mind,Based on Fiction Book/Short Story,20000000,8175198,34366518,50415287,38204244,72570762,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",Won 1 Oscar. Another 72 wins & 110 nominations.,R,108 min,"Drama, Romance, Sci-Fi",89.0,8.3,"852,730",tt0338013,110.0,"['rb9a00bXf-U', 'quuMv7cGUn0']",668019.0,29339770,56045186,106460473,11992921,Science Fiction
473,"Nov 24, 2004",Alexander,Based on Real Life Events,155000000,13687087,34297191,50300000,133000000,167297191,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",6 wins & 19 nominations.,R,175 min,"Action, Biography, Drama, History, War",39.0,5.6,"157,355",tt0346491,19.0,"['Bh6LKIdxqCU', 'WPwTtlx7wQU']",2162391.0,227321823,195056790,245356790,20073377,War
474,"Dec 3, 2004",Closer,Based on Play,35000000,7707972,33987757,49560896,82189938,116177695,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 2 Oscars. Another 21 wins & 47 nominations.,R,104 min,"Drama, Romance",65.0,7.2,"194,809",tt0376541,47.0,['BdmOjfGTUzQ'],1262471.0,51036947,119849243,169410139,11239753,Drama
475,"Apr 16, 2004",The Punisher,Based on Comic/Graphic Novel,33000000,13834527,33664370,49385246,20869404,54533774,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",Nominated for 1 Primetime Emmy. Another 1 win & 11 nominations.,TV-MA,53 min,"Action, Adventure, Crime, Drama, Sci-Fi, Thriller",,8.5,"163,630",tt5675620,11.0,"['jNT92z4NGSQ', 'TqVSFchQEyM']",166400.0,48410622,30615177,80000423,20295092,Action
476,"Oct 15, 2004",Team America: World Police,Original Screenplay,20000000,12120358,32774834,48079164,18173977,50948811,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",1 win & 11 nominations.,R,98 min,"Action, Comedy",64.0,7.2,"154,339",tt0372588,11.0,['RPBX47zSktc'],1821546.0,29339073,26660382,74739546,17780004,Music
477,"Sep 10, 2004",Cellular,Original Screenplay,45000000,10100571,32003620,46948941,29472364,61475984,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",2 nominations.,PG-13,94 min,"Action, Crime, Thriller",60.0,6.5,"89,753",tt0337921,2.0,['7DKQh59_yCo'],279628.0,66014480,43235617,90184558,14817421,Action
478,"Aug 27, 2004",Anacondas: The Hunt for the Blood Orchid,Original Screenplay,25000000,12812287,31526393,46248855,38800000,70326393,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",2 nominations.,PG-13,97 min,"Action, Adventure, Horror, Thriller",40.0,4.6,"27,418",tt0366174,2.0,['hVo9Gw9rJiE'],517304.0,36674711,56919152,103168007,18795477,Adventure
479,"Feb 20, 2004",Confessions of a Teenage Drama Queen,Based on Fiction Book/Short Story,15000000,9350572,29331068,43028343,3787786,33118854,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",1 win.,PG,89 min,"Comedy, Family, Music, Romance",33.0,4.6,"26,318",tt0361467,,['OjdHGTBYDsc'],102415.0,22004829,5556638,48584981,13717182,Comedy
480,"Nov 12, 2004",After the Sunset,Original Screenplay,57000000,11100392,28328132,41547239,10000982,38329114,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 nomination.,PG-13,97 min,"Action, Comedy, Crime, Drama",38.0,6.3,"43,196",tt0367479,,['ZLOwRK2rKJY'],778551.0,83598615,14667864,56215103,16280305,Action
481,"Apr 2, 2004",The Prince & Me,Original Screenplay,30000000,9406378,28165882,41319024,1190875,29356757,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",1 nomination.,R,93 min,"Action, Thriller",19.0,4.6,"16,584",tt1085492,,['uMNKLvD2F1k'],178848.0,44009653,1746999,43066023,13799048,Comedy
482,"Mar 26, 2004",Jersey Girl,Original Screenplay,35000000,8319171,25266129,37065119,11800000,37066129,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",2 wins & 7 nominations.,PG-13,102 min,"Comedy, Drama, Romance",43.0,6.2,"61,303",tt0300051,7.0,['CL04A-DrIEQ'],809305.0,51344595,17310463,54375582,12204127,Comedy
483,"Feb 27, 2004",Twisted,Original Screenplay,50000000,8904299,25195050,36960846,14924798,40119848,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",1 win.,R,97 min,"Crime, Drama, Mystery, Thriller",26.0,5.3,"19,517",tt0315297,,"['sjphe2tlKKw', 'JhvMpmWyHVg']",308324.0,73349419,21894505,58855351,13062503,Drama
484,"Dec 10, 2004",The Life Aquatic with Steve Zissou,Original Screenplay,50000000,113085,24006726,34795937,10800000,34806726,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",3 wins & 10 nominations.,R,119 min,"Action, Adventure, Comedy, Drama, Romance",62.0,7.3,"170,571",tt0362270,10.0,['aZVxCNwBqXI'],680246.0,72471225,15653784,50449721,163908,Adventure
485,"Jun 16, 2004",Around the World in 80 Days,Remake,110000000,7576132,24004159,35213830,48000000,72004159,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 wins & 2 nominations.,PG,120 min,"Action, Adventure, Comedy, Family, Western",49.0,5.9,"81,018",tt0327437,2.0,"['trN-9UMoHlg', 'tFe7H-7YWD0']",124205.0,161368756,70415457,105629287,11114100,Action
486,"Dec 22, 2004",Hotel Rwanda,Original Screenplay,17500000,100091,23519128,33445306,13002095,36521223,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 3 Oscars. Another 16 wins & 45 nominations.,PG-13,121 min,"Biography, Drama, History, War",79.0,8.1,"321,156",tt0395169,45.0,"['j2vMvyQeb1U', '4dd8rX5Dy_Q']",299562.0,24885822,18489590,51934896,142334,Drama
487,"Mar 12, 2004",Agent Cody Banks 2: Destination London,Original Screenplay,26000000,8014005,23514247,34495133,5188836,28703083,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",,PG,100 min,"Action, Adventure, Comedy, Family, Romance, Sci-Fi",32.0,4.5,"13,439",tt0358349,,['3t-pTVmIHqg'],17756.0,38141704,7611963,42107096,11756454,Comedy
488,"Apr 9, 2004",Ella Enchanted,Based on Fiction Book/Short Story,35000000,6169030,22913677,33614105,0,22913677,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",1 nomination.,PG,96 min,"Comedy, Family, Fantasy, Romance",53.0,6.3,"58,925",tt0327679,,['OoSUHgs7hCs'],134878.0,51344604,0,33614105,9049897,Family
489,"Apr 9, 2004",The Alamo,Based on Real Life Events,92000000,9124701,22406362,32869873,1505000,23911362,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 nomination.,PG-13,137 min,"Drama, History, War, Western",47.0,6.0,"18,947",tt0318974,,['u9T5HMtr0WA'],270969.0,134962932,2207817,35077690,13385830,Action
490,"Sep 17, 2004",Mr. 3000,Original Screenplay,30000000,8679028,21800302,31980792,26994,21827296,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",1 win & 5 nominations.,PG-13,104 min,"Comedy, Drama, Romance, Sport",57.0,5.5,"13,460",tt0339412,5.0,['-EQobqroFY8'],89010.0,44009654,39599,32020391,12732034,Comedy
491,"Jan 16, 2004",Torque,Original Screenplay,40000000,9970557,21176322,31065419,25000000,46176322,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",4 nominations.,PG-13,84 min,"Action, Comedy, Crime",41.0,4.1,"26,270",tt0329691,4.0,['olxto6CgFPo'],290673.0,58679536,36674710,67740129,14626691,Action
492,"Dec 17, 2004",Flight of the Phoenix,Remake,75000000,5019430,21009180,30623912,13000000,34009180,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",2 nominations.,PG-13,113 min,"Action, Adventure, Drama, Romance, Thriller",47.0,6.1,"50,386",tt0377062,2.0,['bANHr1Qc-7k'],204755.0,109323324,18949376,49573288,7316543,Action
493,"Aug 6, 2004",Little Black Book,Original Screenplay,30000000,7075217,20422207,29959146,1336164,21758371,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 nomination.,PG-13,107 min,"Comedy, Romance, Drama",36.0,5.3,"16,878",tt0361841,,['aCz7zxl6-G0'],144127.0,44009659,1960137,31919283,10379263,Comedy
494,"Aug 13, 2004",Yu-Gi-Oh,Based on Comic/Graphic Novel,20000000,9485494,19762690,28991637,9000000,28762690,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,TV-14,24 min,"Animation, Action, Adventure, Family, Fantasy",,7.2,"16,798",tt0249327,,['BDb5Q3zskv8'],100510.0,29339768,13202895,42194532,13915109,
495,"Jun 25, 2004",Two Brothers,Original Screenplay,72000000,6144160,19176754,28132081,43000000,62176754,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",2 wins & 2 nominations.,PG,109 min,"Adventure, Drama, Family",63.0,7.1,"13,860",tt0338512,2.0,[],,105623184,63080513,91212594,9013413,Adventure
496,"Apr 30, 2004",Laws of Attraction,Original Screenplay,32000000,6728905,17848322,26183279,12100000,29948322,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",2 nominations.,PG-13,90 min,"Comedy, Romance",38.0,5.9,"21,272",tt0323033,2.0,"['ok3grGQRaSc', 'Vlzev6ET7yg']",240646.0,46943624,17750558,43933837,9871224,Action
497,"Feb 20, 2004",Eurotrip,Original Screenplay,25000000,6711384,17718223,25992433,3000000,20718223,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 nominations.,R,92 min,Comedy,45.0,6.6,"186,940",tt0356150,2.0,['-_Eu0X3B6OM'],1277364.0,36674717,4400966,30393399,9845524,
498,"Nov 12, 2004",Seed of Chucky,Original Screenplay,29000000,8774520,17016190,24962557,7700000,24716190,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 win & 6 nominations.,R,87 min,"Comedy, Fantasy, Horror, Thriller",46.0,4.8,"36,754",tt0387575,6.0,['Y_dIwvXRU4E'],61327.0,42542669,11295812,36258369,12872120,Drama
499,"Jan 23, 2004",Win a Date with Tad Hamilton!,Original Screenplay,24000000,7320066,16980098,24909610,0,16980098,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",8 nominations.,PG-13,95 min,"Comedy, Romance",52.0,5.6,"25,731",tt0335559,8.0,['GbcH9KCN4Xk'],1317346.0,35207726,0,24909610,10738453,Comedy
500,"May 19, 2005",Star Wars Episode III: Revenge of the Sith,Original Screenplay,115000000,108435841,380270577,540446942,468728300,848998877,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",Nominated for 1 Oscar. Another 27 wins & 61 nominations.,PG-13,140 min,"Action, Adventure, Fantasy, Sci-Fi",68.0,7.5,"673,256",tt0121766,61.0,['5UnjrG_N8hU'],4573031.0,163439934,666164546,1206611488,154110841,
501,"Dec 9, 2005","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Based on Fiction Book/Short Story,180000000,65556312,291710957,412335608,428828615,720539572,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Won 1 Oscar. Another 17 wins & 46 nominations.,PG,143 min,"Adventure, Family, Fantasy",75.0,6.9,"350,028",tt0363771,46.0,"['ruGHxmjQ180', '3mKPrxjwF7A']",181749.0,254431339,606152437,1018488045,92664334,Adventure
502,"Nov 18, 2005",Harry Potter and the Goblet of Fire,Based on Fiction Book/Short Story,150000000,102685961,290201752,411719381,606898042,897099794,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Nominated for 1 Oscar. Another 13 wins & 42 nominations.,PG-13,157 min,"Adventure, Family, Fantasy, Mystery",81.0,7.7,"510,285",tt0330373,42.0,['PFWAOnvMd1Q'],1220287.0,212810249,861027490,1272746871,145684166,Adventure
503,"Jun 29, 2005",War of the Worlds,Remake,132000000,64878725,234280354,332963185,372556181,606836535,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Nominated for 3 Oscars. Another 16 wins & 45 nominations.,PG-13,116 min,"Adventure, Sci-Fi, Thriller",73.0,6.5,"399,163",tt0407304,45.0,['msxe3yJPfyY'],1570234.0,187600623,529483119,862446304,92206736,Adventure
504,"Dec 14, 2005",King Kong,Remake,207000000,50130145,218080025,308433052,332437332,550517357,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Won 3 Oscars. Another 43 wins & 102 nominations.,PG-13,187 min,"Action, Adventure, Drama, Romance",81.0,7.2,"376,718",tt0360717,102.0,['AYaTCPbYGdk'],2851801.0,292762447,470169887,778602939,70899632,Action
505,"Jul 15, 2005",Wedding Crashers,Original Screenplay,40000000,33900720,209218368,297344661,74000000,283218368,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",11 wins & 11 nominations.,R,119 min,"Comedy, Romance",64.0,6.9,"321,244",tt0396269,11.0,"['ZeUSo8voIXM', 'VYrEQbtV2V4']",1599142.0,56848672,105170043,402514704,48180273,Comedy
506,"Jun 15, 2005",Batman Begins,Based on Comic/Graphic Novel,150000000,48745440,206852432,291838030,153798948,360651380,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Nominated for 1 Oscar. Another 14 wins & 72 nominations.,PG-13,140 min,"Action, Adventure, Fantasy, Thriller",70.0,8.2,"1,241,089",tt0372784,72.0,"['bkU7Cl2SSvI', 'neY2xVmOfUM']",2995539.0,211627700,216987451,508825481,68772569,Action
507,"Jul 15, 2005",Charlie and the Chocolate Factory,Remake,150000000,56178450,206459076,293423115,269366408,475825484,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 1 Oscar. Another 14 wins & 50 nominations.,PG,115 min,"Adventure, Comedy, Family, Fantasy, Musical",72.0,6.6,"403,743",tt0367594,50.0,['FZkIlAEbHi4'],194413.0,213182525,382828074,676251189,79841759,Adventure
508,"May 27, 2005",Madagascar,Original Screenplay,75000000,47224594,193595521,275141213,362964045,556559566,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",4 wins & 32 nominations.,PG,86 min,"Animation, Adventure, Comedy, Family",57.0,6.9,"345,762",tt0351283,32.0,['adPvbscBK_8'],254621.0,106591262,515850610,790991823,67116387,Family
509,"Jun 10, 2005",Mr. and Mrs. Smith,Original Screenplay,110000000,50342878,186336279,264824256,299787811,486124090,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,,43 min,"Short, Action",,6.4,"3,132",tt0758713,,['TWB_icm5M38'],157709.0,156333851,426063482,690887738,71548145,
510,"Feb 11, 2005",Hitch,Original Screenplay,55000000,43142214,177784257,252669977,189000000,366784257,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",4 wins & 24 nominations.,PG-13,118 min,"Comedy, Romance",58.0,6.6,"285,405",tt0386588,24.0,['pYrrEUgnT6s'],253590.0,78166925,268609979,521279956,61314440,Comedy
511,"May 27, 2005",The Longest Yard,Remake,82000000,47606480,158119460,224722036,33439045,191558505,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",2 wins & 17 nominations.,PG-13,113 min,"Comedy, Crime, Sport",48.0,6.4,"155,403",tt0398165,17.0,['Cl--Ye9pmAQ'],659745.0,116539779,47524133,272246169,67659130,Crime
512,"Jul 8, 2005",Fantastic Four,Based on Comic/Graphic Novel,87500000,56061504,154696080,219856668,178436670,333132750,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",3 wins & 12 nominations.,PG-13,106 min,"Action, Adventure, Fantasy, Sci-Fi",40.0,5.7,"303,253",tt0120667,12.0,['27dZ5mJBnBY'],,124356470,253597193,473453861,79675551,Action
513,"Nov 4, 2005",Chicken Little,Original Screenplay,150000000,40049778,135386665,192309249,174657158,310043823,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",4 wins & 15 nominations.,G,81 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",48.0,5.7,"81,652",tt0371606,15.0,['PPuk2JQgMkU'],3075871.0,213066680,248090806,440400055,56888488,Animation
514,"Mar 11, 2005",Robots,Original Screenplay,80000000,36045301,128200012,182200009,132500000,260700012,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",2 wins & 22 nominations.,PG,91 min,"Animation, Adventure, Comedy, Family, Sci-Fi",64.0,6.3,"126,652",tt0358082,22.0,"['N8u2L-CqHX8', 'MwTUHhUenWw']",486975.0,113697342,188311224,370511233,51228186,Animation
515,"Nov 18, 2005",Walk the Line,Based on Real Life Events,29000000,22347341,119519402,169019187,68188093,187707495,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Won 1 Oscar. Another 44 wins & 47 nominations.,PG-13,136 min,"Biography, Drama, Music, Romance",72.0,7.8,"222,350",tt0358273,47.0,['pbQ22zWPYbw'],250612.0,41010550,96428662,265447849,31602646,Drama
516,"Mar 4, 2005",The Pacifier,Original Screenplay,56000000,30552694,113006880,160607278,85000000,198006880,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",1 win & 10 nominations.,PG,95 min,"Action, Comedy, Drama, Family",30.0,5.6,"83,346",tt0395699,10.0,['pknw1wh-2-U'],1689711.0,79588141,120803429,281410707,43422002,Action
517,"Dec 21, 2005",Fun With Dick And Jane,Remake,140000000,14383515,110550000,155583131,92468919,203018919,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",7 nominations.,PG-13,90 min,"Comedy, Crime",47.0,6.1,"128,526",tt0369441,7.0,"['ldbkr2eN6qk', '5Iwd_Ye-qNs']",170484.0,197029745,130136625,285719756,20242716,
518,"Aug 19, 2005",The 40 Year-old Virgin,Original Screenplay,26000000,21422815,109449237,155551091,66827602,176276839,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",10 wins & 19 nominations.,R,116 min,"Comedy, Romance",73.0,7.1,"375,084",tt0405422,19.0,['YnDeJn-BX5Q'],580322.0,36951635,94976508,250527599,30446463,
