,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
300,2 Fast 2 Furious,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",4 wins & 13 nominations.,PG-13,107 min,"Action, Crime, Thriller",38.0,5.9,"238,563",tt0322259,13
301,Something's Gotta Give,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",Nominated for 1 Oscar. Another 8 wins & 12 nominations.,PG-13,128 min,"Comedy, Drama, Romance",66.0,6.7,"106,644",tt0337741,12
302,Seabiscuit,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 7 Oscars. Another 6 wins & 37 nominations.,PG-13,140 min,"Drama, History, Sport",72.0,7.3,"64,196",tt0329575,37
303,S.W.A.T.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",5 wins & 5 nominations.,PG-13,117 min,"Action, Adventure, Crime, Thriller",45.0,6.0,"133,700",tt0257076,5
304,Spy Kids 3-D: Game Over,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",3 wins & 3 nominations.,PG,84 min,"Action, Adventure, Comedy, Family, Sci-Fi",57.0,4.2,"51,615",tt0338459,3
305,The Last Samurai,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Nominated for 4 Oscars. Another 21 wins & 62 nominations.,R,154 min,"Action, Drama, War",55.0,7.7,"380,791",tt0325710,62
306,Freaky Friday,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Nominated for 1 Golden Globe. Another 5 wins & 10 nominations.,PG,97 min,"Comedy, Family, Fantasy, Music, Romance",70.0,6.1,"118,449",tt0322330,10
307,Scary Movie 3,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 wins & 4 nominations.,PG-13,84 min,Comedy,49.0,5.5,"131,448",tt0306047,4
308,The Italian Job,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",8 wins & 7 nominations.,PG-13,111 min,"Action, Crime, Thriller",68.0,7.0,"328,882",tt0317740,7
309,How to Lose a Guy in 10 Days,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",1 win & 8 nominations.,PG-13,116 min,"Comedy, Romance",45.0,6.4,"197,553",tt0251127,8
310,American Wedding,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 wins & 6 nominations.,R,96 min,Comedy,43.0,6.3,"186,973",tt0328828,6
311,Daddy Day Care,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 win & 6 nominations.,PG,92 min,"Comedy, Family",39.0,5.5,"60,780",tt0317303,6
312,Daredevil,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",Nominated for 5 Primetime Emmys. Another 9 wins & 34 nominations.,TV-MA,54 min,"Action, Crime, Drama, Fantasy, Sci-Fi, Thriller",,8.6,"341,368",tt3322312,34
313,The Cat in the Hat,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",7 wins & 21 nominations.,PG,82 min,"Adventure, Comedy, Family, Fantasy",19.0,3.9,"48,420",tt0312528,21
314,Charlie's Angels: Full Throttle,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",9 wins & 20 nominations.,PG-13,106 min,"Action, Adventure, Comedy, Crime",48.0,4.9,"116,113",tt0305357,20
315,Cold Mountain,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Won 1 Oscar. Another 19 wins & 101 nominations.,R,154 min,"Adventure, Drama, History, Romance, War",73.0,7.2,"134,572",tt0159365,101
316,Master and Commander: The Far Side of…,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Won 2 Oscars. Another 21 wins & 90 nominations.,PG-13,138 min,"Action, Adventure, Drama, History, War",81.0,7.4,"193,360",tt0311113,90
317,"Legally Blonde 2: Red, White & Blonde","[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",3 wins & 4 nominations.,PG-13,95 min,Comedy,47.0,4.8,"58,630",tt0333780,4
318,Mystic River,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Won 2 Oscars. Another 55 wins & 142 nominations.,R,138 min,"Crime, Drama, Mystery, Thriller",84.0,7.9,"398,860",tt0327056,142
319,Freddy vs. Jason,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",2 wins & 11 nominations.,R,97 min,"Action, Horror",37.0,5.7,"105,929",tt0329101,11
320,School of Rock,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Nominated for 1 Golden Globe. Another 8 wins & 22 nominations.,PG-13,109 min,"Comedy, Music",82.0,7.1,"252,873",tt0332379,22
321,The Haunted Mansion,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",1 win & 4 nominations.,PG,88 min,"Comedy, Family, Fantasy, Horror, Mystery",34.0,5.0,"39,811",tt0338094,4
322,Old School,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",5 nominations.,R,88 min,Comedy,54.0,7.1,"207,375",tt0302886,5
323,Holes,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",3 wins & 9 nominations.,PG,117 min,"Adventure, Comedy, Drama, Family, Mystery",71.0,7.0,"72,567",tt0311289,9
324,Kangaroo Jack,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Metacritic', 'Value': '16/100'}]",1 win & 9 nominations.,Approved,89 min,"Action, Adventure, Comedy, Crime, Family",16.0,4.4,"27,789",tt0257568,9
325,The League of Extraordinary Gentlemen,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",12 nominations.,PG-13,110 min,"Action, Adventure, Fantasy, Sci-Fi",30.0,5.8,"161,103",tt0311429,12
326,Big Fish,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Nominated for 1 Oscar. Another 68 nominations.,PG-13,125 min,"Adventure, Drama, Fantasy, Romance",58.0,8.0,"398,147",tt0319061,68
327,Mona Lisa Smile,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",Nominated for 1 Golden Globe. Another 5 nominations.,PG-13,117 min,Drama,45.0,6.5,"74,268",tt0304415,5
328,Shanghai Knights,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",4 nominations.,PG-13,114 min,"Action, Adventure, Comedy",58.0,6.2,"96,502",tt0300471,4
329,Bad Santa,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Nominated for 1 Golden Globe. Another 1 win & 11 nominations.,R,92 min,"Comedy, Crime, Drama",70.0,7.0,"130,251",tt0307987,11
330,Gothika,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",3 wins & 7 nominations.,R,98 min,"Horror, Mystery, Thriller",38.0,5.8,"102,643",tt0348836,7
331,Love Actually,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Nominated for 2 Golden Globes. Another 10 wins & 27 nominations.,R,135 min,"Comedy, Drama, Romance",55.0,7.6,"405,898",tt0314331,27
332,Open Range,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",1 win & 5 nominations.,R,139 min,"Action, Drama, Romance, Western",67.0,7.4,"63,827",tt0316356,5
333,Once Upon a Time in Mexico,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",3 wins & 6 nominations.,R,102 min,"Action, Crime, Thriller",56.0,6.4,"148,372",tt0285823,6
334,Just Married,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Metacritic', 'Value': '28/100'}]",9 nominations.,PG-13,95 min,"Comedy, Romance",28.0,5.5,"65,519",tt0305711,9
335,Paycheck,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 wins & 2 nominations.,PG-13,119 min,"Action, Mystery, Sci-Fi, Thriller",43.0,6.3,"99,569",tt0338337,2
336,Radio,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",3 wins & 5 nominations.,PG,109 min,"Biography, Drama, Sport",38.0,6.9,"36,904",tt0316465,5
337,Identity,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",1 win & 11 nominations.,R,90 min,"Mystery, Thriller",64.0,7.3,"214,992",tt0309698,11
338,Underworld,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",1 win & 10 nominations.,R,121 min,"Action, Fantasy, Thriller",42.0,7.0,"244,655",tt0320691,10
339,Peter Pan,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",2 nominations.,G,77 min,"Animation, Adventure, Family, Fantasy, Musical",76.0,7.3,"117,508",tt0046183,2
340,The Jungle Book 2,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 win & 9 nominations.,G,72 min,"Animation, Adventure, Family, Musical",38.0,5.4,"14,161",tt0283426,9
341,The Rundown,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",2 wins & 3 nominations.,PG-13,104 min,"Action, Adventure, Comedy, Thriller",59.0,6.7,"97,715",tt0327850,3
342,Agent Cody Banks,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",4 nominations.,PG,102 min,"Action, Adventure, Comedy, Crime, Family, Romance, Thriller",41.0,5.0,"31,546",tt0313911,4
343,Final Destination 2,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",4 nominations.,R,90 min,"Horror, Thriller",38.0,6.2,"144,853",tt0309593,4
344,Tears of the Sun,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",2 nominations.,R,121 min,"Action, Drama, Thriller, War",48.0,6.6,"108,922",tt0314353,2
345,Under the Tuscan Sun,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",Nominated for 1 Golden Globe. Another 4 nominations.,PG-13,113 min,"Comedy, Drama, Romance",52.0,6.7,"44,492",tt0328589,4
346,The Lizzie McGuire Movie,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",2 wins & 3 nominations.,PG,94 min,"Adventure, Comedy, Family, Music, Romance",56.0,5.5,"34,027",tt0306841,3
347,Secondhand Lions,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",1 win & 6 nominations.,PG,109 min,"Comedy, Drama, Family",52.0,7.5,"49,739",tt0327137,6
348,Out of Time,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '63/100'}]",5 wins & 7 nominations.,PG-13,105 min,"Crime, Drama, Mystery, Thriller",63.0,6.5,"54,377",tt0313443,7
349,Rugrats Go Wild,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",2 nominations.,PG,80 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical",38.0,5.6,"7,194",tt0337711,2
350,Head of State,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",10 nominations.,PG-13,95 min,Comedy,44.0,5.5,"17,494",tt0325537,10
351,Good Boy!,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",3 nominations.,PG,87 min,"Comedy, Drama, Family, Fantasy, Sci-Fi",49.0,5.1,"3,920",tt0326900,3
352,What a Girl Wants,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",1 win.,PG,105 min,"Comedy, Drama, Family, Romance",41.0,5.8,"56,534",tt0286788,
353,Jeepers Creepers II,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,,27 min,"Documentary, Short",,6.2,28,tt0388146,
354,Intolerable Cruelty,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",3 nominations.,PG-13,100 min,"Comedy, Crime, Romance",71.0,6.2,"87,151",tt0138524,3
355,Cradle 2 the Grave,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",6 nominations.,R,101 min,"Action, Crime, Drama, Thriller",36.0,5.8,"39,869",tt0306685,6
356,Malibu's Most Wanted,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 nominations.,PG-13,86 min,"Comedy, Crime",43.0,5.1,"18,005",tt0328099,3
357,The Hunted,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",2 nominations.,R,94 min,"Action, Crime, Drama, Thriller",40.0,6.1,"41,907",tt0269347,2
358,Stuck On You,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Metacritic', 'Value': '62/100'}]",2 nominations.,PG-13,118 min,Comedy,62.0,5.7,"49,583",tt0338466,2
359,Dreamcatcher,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",5 nominations.,R,134 min,"Drama, Horror, Sci-Fi, Thriller",35.0,5.5,"86,234",tt0285531,5
360,The Core,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",,PG-13,135 min,"Action, Adventure, Sci-Fi, Thriller",48.0,5.5,"87,910",tt0298814,
361,Honey,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",8 nominations.,PG-13,94 min,"Drama, Music, Romance",37.0,5.3,"41,813",tt0322589,8
362,Hollywood Homicide,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win.,PG-13,116 min,"Action, Comedy, Crime, Thriller",47.0,5.3,"34,719",tt0329717,
363,Johnny English,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",6 nominations.,PG,87 min,"Action, Adventure, Comedy",51.0,6.2,"141,317",tt0274166,6
364,The Missing,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",2 wins & 8 nominations.,R,137 min,"Adventure, Thriller, Western",55.0,6.5,"31,919",tt0338188,8
365,Basic,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",3 nominations.,R,98 min,"Action, Crime, Drama, Mystery, Thriller",34.0,6.5,"57,274",tt0264395,3
366,A Man Apart,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 nomination.,R,109 min,"Action, Crime, Drama, Thriller",36.0,6.1,"43,060",tt0266465,
367,Sinbad: Legend of the Seven Seas,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",9 nominations.,PG,86 min,"Animation, Adventure, Family, Fantasy",48.0,6.7,"46,364",tt0165982,9
368,Dumb and Dumberer: When Harry Met Lloyd,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",1 win & 7 nominations.,PG-13,85 min,Comedy,19.0,3.4,"35,860",tt0329028,7
369,Bulletproof Monk,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",1 nomination.,PG-13,104 min,"Action, Comedy, Fantasy, Romance",40.0,5.5,"46,539",tt0245803,
