,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
457,Anacondas: The Hunt for the Blood Orchid,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",2 nominations.,PG-13,97 min,"Action, Adventure, Horror, Thriller",40.0,4.6,"27,253",tt0366174,2
458,Confessions of a Teenage Drama Queen,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",1 win.,PG,89 min,"Comedy, Family, Music, Romance",33.0,4.6,"26,318",tt0361467,
459,After the Sunset,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 nomination.,PG-13,97 min,"Action, Comedy, Crime, Drama",38.0,6.3,"43,196",tt0367479,
460,The Prince & Me,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",1 nomination.,R,93 min,"Action, Thriller",19.0,4.6,"16,584",tt1085492,
461,Jersey Girl,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",2 wins & 7 nominations.,PG-13,102 min,"Comedy, Drama, Romance",43.0,6.2,"61,303",tt0300051,7
462,Twisted,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",1 win.,R,97 min,"Crime, Drama, Mystery, Thriller",26.0,5.3,"19,517",tt0315297,
463,The Life Aquatic with Steve Zissou,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",3 wins & 10 nominations.,R,119 min,"Action, Adventure, Comedy, Drama, Romance",62.0,7.3,"170,571",tt0362270,10
464,Around the World in 80 Days,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 wins & 2 nominations.,PG,120 min,"Action, Adventure, Comedy, Family, Western",49.0,5.9,"81,018",tt0327437,2
465,Hotel Rwanda,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 3 Oscars. Another 16 wins & 45 nominations.,PG-13,121 min,"Biography, Drama, History, War",79.0,8.1,"321,156",tt0395169,45
466,Agent Cody Banks 2: Destination London,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",,PG,100 min,"Action, Adventure, Comedy, Family, Romance, Sci-Fi",32.0,4.5,"13,439",tt0358349,
467,Ella Enchanted,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",1 nomination.,PG,96 min,"Comedy, Family, Fantasy, Romance",53.0,6.3,"58,925",tt0327679,
468,The Alamo,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 nomination.,PG-13,137 min,"Drama, History, War, Western",47.0,6.0,"18,947",tt0318974,
469,Mr. 3000,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",1 win & 5 nominations.,PG-13,104 min,"Comedy, Drama, Romance, Sport",57.0,5.5,"13,460",tt0339412,5
470,Torque,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",4 nominations.,PG-13,84 min,"Action, Comedy, Crime",41.0,4.1,"26,270",tt0329691,4
471,Flight of the Phoenix,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",2 nominations.,PG-13,113 min,"Action, Adventure, Drama, Romance, Thriller",47.0,6.1,"50,386",tt0377062,2
472,Little Black Book,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 nomination.,PG-13,107 min,"Comedy, Romance, Drama",36.0,5.3,"16,878",tt0361841,
473,Yu-Gi-Oh,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,TV-14,24 min,"Animation, Action, Adventure, Family, Fantasy",,7.2,"16,798",tt0249327,
474,Two Brothers,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",2 wins & 2 nominations.,PG,109 min,"Adventure, Drama, Family",63.0,7.1,"13,860",tt0338512,2
475,Laws of Attraction,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",2 nominations.,PG-13,90 min,"Comedy, Romance",38.0,5.9,"21,272",tt0323033,2
476,Eurotrip,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 nominations.,R,92 min,Comedy,45.0,6.6,"186,940",tt0356150,2
477,Seed of Chucky,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 win & 6 nominations.,R,87 min,"Comedy, Fantasy, Horror, Thriller",46.0,4.8,"36,583",tt0387575,6
478,Win a Date with Tad Hamilton!,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",8 nominations.,PG-13,95 min,"Comedy, Romance",52.0,5.6,"25,731",tt0335559,8
479,Harry Potter and the Goblet of Fire,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Nominated for 1 Oscar. Another 13 wins & 42 nominations.,PG-13,157 min,"Adventure, Family, Fantasy, Mystery",81.0,7.7,"510,285",tt0330373,42
480,War of the Worlds,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Nominated for 3 Oscars. Another 16 wins & 45 nominations.,PG-13,116 min,"Adventure, Sci-Fi, Thriller",73.0,6.5,"397,541",tt0407304,45
481,King Kong,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Won 3 Oscars. Another 43 wins & 101 nominations.,PG-13,187 min,"Action, Adventure, Drama, Romance",81.0,7.2,"375,180",tt0360717,101
482,Wedding Crashers,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",11 wins & 11 nominations.,R,119 min,"Comedy, Romance",64.0,6.9,"321,244",tt0396269,11
483,Batman Begins,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Nominated for 1 Oscar. Another 14 wins & 72 nominations.,PG-13,140 min,"Action, Adventure, Fantasy, Thriller",70.0,8.2,"1,241,089",tt0372784,72
484,Charlie and the Chocolate Factory,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 1 Oscar. Another 14 wins & 50 nominations.,PG,115 min,"Adventure, Comedy, Family, Fantasy, Musical",72.0,6.6,"401,848",tt0367594,50
485,Madagascar,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",4 wins & 32 nominations.,PG,86 min,"Animation, Adventure, Comedy, Family",57.0,6.9,"345,762",tt0351283,32
486,Mr. and Mrs. Smith,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,,43 min,"Short, Action",,6.4,"3,132",tt0758713,
487,Hitch,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",4 wins & 24 nominations.,PG-13,118 min,"Comedy, Romance",58.0,6.6,"285,405",tt0386588,24
488,The Longest Yard,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",2 wins & 17 nominations.,PG-13,113 min,"Comedy, Crime, Sport",48.0,6.4,"154,445",tt0398165,17
489,Fantastic Four,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",3 wins & 12 nominations.,PG-13,106 min,"Action, Adventure, Fantasy, Sci-Fi",40.0,5.7,"302,366",tt0120667,12
490,Chicken Little,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",4 wins & 15 nominations.,G,81 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",48.0,5.7,"81,207",tt0371606,15
491,Robots,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",2 wins & 22 nominations.,Approved,91 min,"Animation, Adventure, Comedy, Family, Sci-Fi",64.0,6.3,"126,106",tt0358082,22
492,Walk the Line,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Won 1 Oscar. Another 44 wins & 47 nominations.,PG-13,136 min,"Biography, Drama, Music, Romance",72.0,7.8,"222,350",tt0358273,47
493,The Pacifier,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",1 win & 10 nominations.,PG,95 min,"Action, Comedy, Drama, Family",30.0,5.6,"83,346",tt0395699,10
494,Fun With Dick And Jane,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",7 nominations.,PG-13,90 min,"Comedy, Crime",47.0,6.1,"128,526",tt0369441,7
495,The 40 Year-old Virgin,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",10 wins & 19 nominations.,R,116 min,"Comedy, Romance",73.0,7.1,"375,084",tt0405422,19
496,Flightplan,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",2 wins & 6 nominations.,PG-13,98 min,"Drama, Mystery, Thriller",53.0,6.3,"146,986",tt0408790,6
497,Monster-in-Law,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",1 win & 10 nominations.,PG-13,101 min,"Comedy, Romance",31.0,5.5,"53,912",tt0369735,10
498,Are We There Yet?,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",1 win & 8 nominations.,PG,95 min,"Adventure, Comedy, Family, Fantasy, Romance",27.0,4.7,"27,840",tt0368578,8
499,Cheaper by the Dozen 2,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",1 win & 5 nominations.,PG,94 min,"Adventure, Comedy, Family",34.0,5.5,"52,089",tt0452598,5
500,The Dukes of Hazzard,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",5 wins & 14 nominations.,PG-13,104 min,Comedy,33.0,5.1,"73,520",tt0377818,14
501,Constantine,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",2 wins & 10 nominations.,R,121 min,"Action, Fantasy, Horror, Mystery",50.0,7.0,"289,343",tt0360486,10
502,The Ring Two,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",2 wins & 11 nominations.,PG-13,110 min,"Horror, Mystery",44.0,5.4,"88,375",tt0377109,11
503,The Exorcism of Emily Rose,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",4 wins & 9 nominations.,PG-13,119 min,"Drama, Horror, Thriller",46.0,6.7,"113,784",tt0404032,9
504,Four Brothers,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]",5 wins & 9 nominations.,R,109 min,"Action, Crime, Drama, Mystery, Thriller",49.0,6.8,"128,190",tt0430105,9
505,Sin City,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",34 wins & 52 nominations.,R,124 min,"Crime, Thriller",74.0,8.0,"723,994",tt0401792,52
506,The Interpreter,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",3 wins & 2 nominations.,PG-13,128 min,"Crime, Mystery, Thriller",62.0,6.4,"94,444",tt0373926,2
507,Guess Who,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",16 nominations.,PG-13,105 min,"Comedy, Romance",49.0,5.9,"38,706",tt0372237,16
508,Sahara,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",2 wins & 5 nominations.,PG-13,124 min,"Action, Adventure, Comedy, Thriller, War, Western",41.0,6.0,"88,642",tt0318649,5
509,Coach Carter,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",3 wins & 15 nominations.,PG-13,136 min,"Biography, Drama, Sport",57.0,7.3,"117,554",tt0393162,15
510,Herbie: Fully Loaded,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",2 wins & 6 nominations.,G,101 min,"Adventure, Comedy, Family, Fantasy, Romance, Sport",47.0,4.8,"43,300",tt0400497,6
511,The Amityville Horror,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",2 wins & 4 nominations.,R,90 min,Horror,33.0,6.0,"101,691",tt0384806,4
512,Sky High,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",1 nomination.,PG,100 min,"Adventure, Comedy, Family, Sci-Fi",62.0,6.2,"74,494",tt0405325,
513,Bewitched,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",2 wins & 13 nominations.,PG-13,102 min,"Comedy, Fantasy, Romance",34.0,4.8,"66,432",tt0374536,13
514,Jarhead,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",6 wins & 12 nominations.,R,125 min,"Action, Biography, Drama, War",58.0,7.0,"165,747",tt0418763,12
515,Cinderella Man,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 3 Oscars. Another 16 wins & 42 nominations.,PG-13,144 min,"Biography, Drama, History, Romance, Sport",69.0,8.0,"169,681",tt0352248,42
516,The Family Stone,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",Nominated for 1 Golden Globe. Another 4 wins & 7 nominations.,PG-13,103 min,"Comedy, Drama, Romance",56.0,6.3,"58,213",tt0356680,7
517,Red Eye,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",2 wins & 9 nominations.,PG-13,85 min,"Action, Mystery, Thriller",71.0,6.4,"107,877",tt0421239,9
518,Memoirs of a Geisha,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",Won 3 Oscars. Another 29 wins & 47 nominations.,PG-13,145 min,"Drama, Romance",54.0,7.4,"133,809",tt0397535,47
519,Wallace & Gromit: The Curse of the We…,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",1 win.,,19 min,"Short, Comedy, Drama, Mystery",,8.1,7,tt3256218,
520,Be Cool,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",1 win & 13 nominations.,PG-13,118 min,"Comedy, Crime, Drama, Music, Romance",37.0,5.6,"65,641",tt0377471,13
521,"Yours, Mine and Ours","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",Nominated for 2 Golden Globes. Another 2 wins & 2 nominations.,Unrated,111 min,"Comedy, Family",,7.2,"7,299",tt0063829,2
522,Corpse Bride,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Nominated for 1 Oscar. Another 9 wins & 28 nominations.,PG,77 min,"Animation, Drama, Family, Fantasy, Musical, Romance",83.0,7.3,"230,837",tt0121164,28
523,Kicking and Screaming,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",2 nominations.,R,96 min,"Comedy, Drama, Romance",75.0,6.9,"9,761",tt0113537,2
524,Hide and Seek,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",1 win & 5 nominations.,R,101 min,"Drama, Horror, Mystery, Thriller",35.0,6.0,"79,189",tt0382077,5
525,The Hitchhiker's Guide to the Galaxy,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",1 win & 10 nominations.,PG,109 min,"Adventure, Comedy, Sci-Fi",63.0,6.8,"180,506",tt0371724,10
526,Syriana,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Won 1 Oscar. Another 13 wins & 28 nominations.,R,128 min,"Drama, Thriller",76.0,6.9,"122,408",tt0365737,28
527,Racing Stripes,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 nominations.,PG,102 min,"Adventure, Comedy, Drama, Family, Sport",43.0,5.2,"15,187",tt0376105,3
528,Just Like Heaven,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win & 1 nomination.,PG-13,95 min,"Comedy, Drama, Fantasy, Romance",47.0,6.7,"95,205",tt0425123,
529,The Skeleton Key,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",5 nominations.,PG-13,104 min,"Drama, Horror, Mystery, Thriller",47.0,6.5,"101,844",tt0397101,5
530,Kingdom of Heaven,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",5 wins & 14 nominations.,R,144 min,"Action, Adventure, Drama, History, War",63.0,7.2,"255,909",tt0320661,14
531,Munich,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Nominated for 5 Oscars. Another 14 wins & 69 nominations.,R,164 min,"Drama, History, Thriller",74.0,7.5,"202,929",tt0408306,69
532,Boogeyman,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",,PG-13,89 min,"Drama, Horror, Mystery, Thriller",32.0,4.2,"28,966",tt0357507,
533,The Legend of Zorro,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",2 wins & 3 nominations.,PG,129 min,"Action, Adventure, Romance, Thriller, Western",47.0,5.9,"88,603",tt0386140,3
534,Must Love Dogs,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 nomination.,PG-13,98 min,"Comedy, Romance",46.0,5.9,"29,580",tt0417001,
535,Rumor Has It,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",1 nomination.,,,,,5.5,14,tt0305096,
536,Fever Pitch,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",9 nominations.,PG-13,104 min,"Comedy, Drama, Romance, Sport",56.0,6.2,"40,958",tt0332047,9
537,The Sisterhood of the Traveling Pants,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",1 win & 14 nominations.,PG,119 min,"Comedy, Drama, Romance",66.0,6.5,"52,019",tt0403508,14
538,Pride & Prejudice,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 1 Golden Globe. Another 10 wins & 19 nominations.,R,119 min,"Biography, Comedy, Drama, History, Romance",79.0,7.8,"48,533",tt3169706,19
539,The Brothers Grimm,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",4 wins & 5 nominations.,PG-13,118 min,"Action, Adventure, Comedy, Fantasy, Horror, Mystery, Thriller",51.0,5.9,"112,883",tt0355295,5
540,Beauty Shop,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",15 nominations.,PG-13,105 min,Comedy,53.0,5.5,"15,659",tt0388500,15
541,Derailed,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",,R,108 min,"Crime, Drama, Thriller",40.0,6.6,"69,056",tt0398017,
542,The Island,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",1 win & 6 nominations.,PG-13,136 min,"Action, Sci-Fi, Thriller",50.0,6.8,"292,722",tt0399201,6
543,Hostage,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",4 nominations.,R,113 min,"Action, Crime, Drama, Mystery, Thriller",44.0,6.6,"103,929",tt0340163,4
544,The Constant Gardener,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Won 1 Oscar. Another 35 wins & 68 nominations.,R,129 min,"Drama, Mystery, Romance, Thriller",82.0,7.4,"127,954",tt0387131,68
545,Dreamer: Inspired by a True Story,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",1 win & 5 nominations.,PG,106 min,"Drama, Family, Sport",59.0,6.8,"11,656",tt0418647,5
546,The Bad News Bears,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Nominated for 1 BAFTA Film Award. Another 1 win.,PG,102 min,"Comedy, Drama, Family, Sport",83.0,7.3,"19,186",tt0074174,
547,Because of Winn-Dixie,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",2 nominations.,PG,106 min,"Comedy, Drama, Family",54.0,6.3,"9,971",tt0317132,2
