,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
410,Lee Daniels' The Butler,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",Nominated for 2 BAFTA Film Awards. Another 17 wins & 51 nominations.,PG-13,132 min,"Biography, Drama",66.0,7.2,"104,483",tt1327773,51
411,Epic,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",2 wins & 21 nominations.,PG,102 min,"Animation, Adventure, Family, Fantasy, Mystery, Thriller",52.0,6.7,"96,995",tt0848537,21
412,Captain Phillips,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Nominated for 6 Oscars. Another 16 wins & 146 nominations.,PG-13,134 min,"Biography, Crime, Drama, Thriller",83.0,7.8,"397,978",tt1535109,146
413,Pacific Rim,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 1 BAFTA Film Award. Another 7 wins & 47 nominations.,PG-13,131 min,"Action, Adventure, Sci-Fi",65.0,6.9,"452,566",tt1663662,47
414,This is the End,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",10 wins & 20 nominations.,R,107 min,Comedy,67.0,6.6,"370,080",tt1245492,20
415,Olympus Has Fallen,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",1 win & 5 nominations.,R,119 min,"Action, Thriller",41.0,6.5,"246,095",tt2302755,5
416,42,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",3 wins & 19 nominations.,PG-13,128 min,"Biography, Drama, Sport",62.0,7.5,"79,993",tt0453562,19
417,Elysium,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",1 win & 10 nominations.,R,109 min,"Action, Drama, Sci-Fi",61.0,6.6,"405,541",tt1535108,10
418,The Lone Ranger,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",Nominated for 2 Oscars. Another 4 wins & 17 nominations.,PG-13,150 min,"Action, Adventure, Comedy, Thriller, War, Western",37.0,6.4,"212,944",tt1210819,17
419,Oblivion,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",14 nominations.,PG-13,124 min,"Action, Adventure, Sci-Fi",54.0,7.0,"465,695",tt1483013,14
420,Saving Mr. Banks,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 1 Oscar. Another 14 wins & 72 nominations.,PG-13,125 min,"Biography, Comedy, Drama",65.0,7.5,"145,043",tt2140373,72
421,Turbo,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",1 win & 13 nominations.,PG,96 min,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport",58.0,6.4,"78,015",tt1860353,13
422,2 Guns,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",3 wins.,R,109 min,"Action, Comedy, Thriller",55.0,6.7,"186,861",tt1272878,
423,White House Down,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",3 wins & 9 nominations.,PG-13,131 min,"Action, Drama, Thriller",52.0,6.4,"197,666",tt2334879,9
424,Mama,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",11 wins & 19 nominations.,PG-13,100 min,"Horror, Thriller",57.0,6.2,"163,116",tt2023587,19
425,Safe Haven,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",3 wins & 7 nominations.,PG-13,115 min,"Drama, Romance, Thriller",34.0,6.7,"99,610",tt1702439,7
426,The Smurfs 2,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",8 nominations.,PG,105 min,"Animation, Adventure, Comedy, Family, Fantasy",34.0,5.3,"35,629",tt2017020,8
427,The Best Man Holiday,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",3 wins & 15 nominations.,R,123 min,"Comedy, Drama",59.0,6.7,"14,345",tt2083355,15
428,Percy Jackson: Sea of Monsters,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",3 wins & 5 nominations.,PG,106 min,"Adventure, Family, Fantasy, Thriller",39.0,5.8,"105,188",tt1854564,5
429,A Good Day to Die Hard,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",5 wins & 8 nominations.,R,98 min,"Action, Thriller",28.0,5.3,"192,108",tt1606378,8
430,Warm Bodies,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",1 win & 10 nominations.,PG-13,98 min,"Comedy, Horror, Romance",60.0,6.9,"212,223",tt1588173,10
431,Jack the Giant Slayer,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",1 win & 4 nominations.,PG-13,114 min,"Adventure, Fantasy",51.0,6.2,"126,921",tt1351685,4
432,Last Vegas,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",4 wins & 1 nomination.,PG-13,105 min,"Comedy, Drama",48.0,6.6,"124,058",tt1204975,
433,Ender's Game,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",1 win & 6 nominations.,PG-13,114 min,"Action, Adventure, Fantasy, Sci-Fi",51.0,6.6,"215,447",tt1731141,6
434,Prisoners,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Nominated for 1 Oscar. Another 10 wins & 37 nominations.,R,153 min,"Crime, Drama, Mystery, Thriller",74.0,8.1,"552,811",tt1392214,37
435,After Earth,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",3 wins & 8 nominations.,PG-13,100 min,"Action, Adventure, Sci-Fi",33.0,4.8,"185,972",tt1815862,8
436,The Secret Life of Walter Mitty,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",5 wins & 18 nominations.,PG,114 min,"Comedy, Drama, Fantasy, Romance",54.0,7.3,"281,973",tt0359950,18
437,Escape From Planet Earth,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",1 win.,PG,89 min,"Animation, Adventure, Comedy, Family, Sci-Fi",35.0,5.9,"23,766",tt0765446,
438,12 Years a Slave,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",Won 3 Oscars. Another 237 wins & 333 nominations.,R,134 min,"Biography, Drama, History",96.0,8.1,"600,537",tt2024544,333
439,Free Birds,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",2 nominations.,PG,91 min,"Animation, Adventure, Comedy, Family, Sci-Fi",38.0,5.9,"21,520",tt1621039,2
440,Hansel & Gretel: Witch Hunters,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",3 wins & 4 nominations.,R,88 min,"Action, Fantasy, Horror",23.0,6.1,"188,304",tt1428538,4
441,Evil Dead,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",6 wins & 18 nominations.,R,91 min,"Fantasy, Horror, Thriller",57.0,6.5,"150,105",tt1288558,18
442,RED 2,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",3 nominations.,PG-13,116 min,"Action, Comedy, Crime, Thriller",47.0,6.6,"153,264",tt1821694,3
443,Pain & Gain,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",4 nominations.,R,129 min,"Action, Comedy, Crime, Drama",45.0,6.4,"192,172",tt1980209,4
444,Gangster Squad,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",5 nominations.,R,113 min,"Action, Crime, Drama, Thriller",40.0,6.7,"200,106",tt1321870,5
445,The Internship,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",2 nominations.,PG-13,119 min,Comedy,42.0,6.3,"183,551",tt2234155,2
446,Snitch,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",1 nomination.,PG-13,112 min,"Action, Drama, Thriller",51.0,6.4,"79,930",tt0882977,
447,Riddick,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 nominations.,R,119 min,"Action, Adventure, Sci-Fi, Thriller",49.0,6.4,"148,319",tt1411250,2
448,47 Ronin,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",5 nominations.,PG-13,128 min,"Action, Drama, Fantasy",28.0,6.2,"139,967",tt1335975,5
449,August: Osage County,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Nominated for 2 Oscars. Another 16 wins & 63 nominations.,R,121 min,"Comedy, Drama",58.0,7.2,"81,281",tt1322269,63
450,The Family,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",1 nomination.,R,111 min,"Comedy, Crime, Thriller",42.0,6.3,"105,108",tt2404311,
451,Walking with Dinosaurs,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",Won 3 Primetime Emmys. Another 11 wins & 8 nominations.,TV-14,30 min,"Documentary, Animation, History",,8.5,"4,970",tt0214382,8
452,Carrie,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",Nominated for 2 Oscars. Another 3 wins & 5 nominations.,R,98 min,Horror,85.0,7.4,"159,004",tt0074285,5
453,Texas Chainsaw 3D,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}]",2 wins & 7 nominations.,R,92 min,"Horror, Thriller",,4.8,"43,157",tt1572315,7
454,R.I.P.D.,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",,PG-13,96 min,"Action, Comedy, Crime, Fantasy",25.0,5.6,"112,868",tt0790736,
455,Blue Jasmine,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",Won 1 Oscar. Another 55 wins & 78 nominations.,PG-13,98 min,Drama,78.0,7.3,"184,179",tt2334873,78
456,Side Effects,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",5 nominations.,R,106 min,"Crime, Drama, Mystery, Thriller",75.0,7.1,"172,791",tt2053463,5
457,The Mortal Instruments: City of Bones,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",6 wins & 11 nominations.,PG-13,130 min,"Action, Fantasy, Horror, Mystery, Romance",33.0,5.9,"124,222",tt1538403,11
458,Delivery Man,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",,PG-13,105 min,"Comedy, Drama",44.0,6.4,"72,329",tt2387559,
459,Grudge Match,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",1 win & 1 nomination.,PG-13,113 min,"Comedy, Drama, Sport",35.0,6.4,"55,615",tt1661382,
460,Kick-Ass 2,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",1 win & 7 nominations.,R,103 min,"Action, Adventure, Comedy, Crime, Thriller",41.0,6.5,"245,654",tt1650554,7
461,Rush,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Nominated for 2 Golden Globes. Another 6 wins & 63 nominations.,R,123 min,"Biography, Drama, Sport",74.0,8.1,"407,118",tt1979320,63
462,The Host,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",1 win & 2 nominations.,PG-13,125 min,"Action, Adventure, Drama, Romance, Sci-Fi, Thriller",35.0,5.9,"107,693",tt1517260,2
463,The World's End,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",5 wins & 22 nominations.,R,109 min,"Action, Comedy, Sci-Fi",81.0,7.0,"246,004",tt1213663,22
464,Escape Plan,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 nominations.,R,115 min,"Action, Thriller",49.0,6.7,"218,654",tt1211956,2
465,The Incredible Burt Wonderstone,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",1 win & 4 nominations.,PG-13,100 min,Comedy,44.0,5.9,"68,873",tt0790628,4
466,The Big Wedding,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",2 nominations.,R,89 min,"Comedy, Drama, Romance",28.0,5.6,"45,349",tt1931435,2
467,The Book Thief,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",Nominated for 1 Oscar. Another 9 wins & 16 nominations.,PG-13,131 min,"Drama, War",53.0,7.6,"122,103",tt0816442,16
468,The Place Beyond the Pines,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",4 wins & 21 nominations.,R,140 min,"Crime, Drama, Thriller",68.0,7.3,"233,347",tt1817273,21
469,Homefront,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",1 nomination.,R,100 min,"Action, Thriller",40.0,6.5,"101,333",tt2312718,
470,Broken City,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",1 win.,R,109 min,"Action, Crime, Drama, Thriller",49.0,6.2,"72,884",tt1235522,
471,Beautiful Creatures,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",9 nominations.,PG-13,124 min,"Drama, Fantasy, Romance",52.0,6.1,"81,365",tt1559547,9
472,Runner Runner,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",2 nominations.,R,88 min,"Crime, Thriller",36.0,5.6,"59,013",tt2364841,2
473,Parker,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",1 nomination.,R,118 min,"Action, Crime, Thriller",42.0,6.2,"108,465",tt1904996,
474,The Counselor,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",5 wins & 3 nominations.,R,117 min,"Crime, Drama, Thriller",48.0,5.3,"93,573",tt2193215,3
475,Jobs,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",2 nominations.,PG-13,128 min,"Biography, Drama",44.0,5.9,"90,811",tt2357129,2
476,The Last Stand,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",1 win & 2 nominations.,R,107 min,"Action, Thriller",54.0,6.3,"129,109",tt1549920,2
477,American Sniper,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Won 1 Oscar. Another 23 wins & 43 nominations.,R,133 min,"Action, Biography, Drama, War",72.0,7.3,"413,938",tt2179136,43
478,The Hunger Games: Mockingjay - Part 1,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Nominated for 1 Golden Globe. Another 21 wins & 31 nominations.,PG-13,123 min,"Action, Adventure, Sci-Fi, Thriller",64.0,6.6,"392,048",tt1951265,31
479,Guardians of the Galaxy,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Nominated for 2 Oscars. Another 52 wins & 99 nominations.,PG-13,121 min,"Action, Adventure, Comedy, Sci-Fi",76.0,8.0,"991,415",tt2015381,99
480,Captain America: The Winter Soldier,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Nominated for 1 Oscar. Another 5 wins & 50 nominations.,PG-13,136 min,"Action, Adventure, Sci-Fi",70.0,7.7,"693,542",tt1843866,50
481,The Lego Movie,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Nominated for 1 Oscar. Another 72 wins & 64 nominations.,PG,100 min,"Animation, Action, Adventure, Comedy, Family, Fantasy",83.0,7.8,"313,143",tt1490017,64
482,Transformers: Age of Extinction,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",5 wins & 23 nominations.,PG-13,165 min,"Action, Adventure, Sci-Fi",32.0,5.6,"289,238",tt2109248,23
483,Maleficent,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",Nominated for 1 Oscar. Another 12 wins & 42 nominations.,PG,97 min,"Action, Adventure, Family, Fantasy, Romance",56.0,7.0,"326,404",tt1587310,42
484,X-Men: Days of Future Past,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Nominated for 1 Oscar. Another 16 wins & 47 nominations.,PG-13,132 min,"Action, Adventure, Sci-Fi, Thriller",75.0,8.0,"638,387",tt1877832,47
485,Big Hero 6,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Won 1 Oscar. Another 16 wins & 58 nominations.,PG,102 min,"Animation, Action, Adventure, Family, Sci-Fi",74.0,7.8,"388,240",tt2245084,58
486,Dawn of the Planet of the Apes,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 1 Oscar. Another 17 wins & 47 nominations.,PG-13,130 min,"Action, Adventure, Drama, Sci-Fi",79.0,7.6,"399,367",tt2103281,47
487,The Amazing Spider-Man 2,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",4 wins & 30 nominations.,PG-13,142 min,"Action, Adventure, Sci-Fi",53.0,6.6,"400,753",tt1872181,30
488,Godzilla,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",6 wins & 31 nominations.,PG-13,123 min,"Action, Adventure, Sci-Fi, Thriller",62.0,6.4,"362,045",tt0831387,31
489,22 Jump Street,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",7 wins & 24 nominations.,R,112 min,"Action, Comedy, Crime",71.0,7.0,"330,632",tt2294449,24
490,Teenage Mutant Ninja Turtles,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",1 win & 10 nominations.,PG-13,101 min,"Action, Adventure, Comedy, Sci-Fi",31.0,5.8,"195,236",tt1291150,10
491,Interstellar,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Won 1 Oscar. Another 43 wins & 145 nominations.,PG-13,169 min,"Adventure, Drama, Sci-Fi",74.0,8.6,"1,372,934",tt0816692,145
492,How to Train Your Dragon 2,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Nominated for 1 Oscar. Another 14 wins & 60 nominations.,PG,102 min,"Animation, Action, Adventure, Family, Fantasy",76.0,7.8,"290,214",tt1646971,60
493,Gone Girl,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 1 Oscar. Another 64 wins & 181 nominations.,R,149 min,"Drama, Mystery, Thriller",79.0,8.1,"797,912",tt2267998,181
494,Divergent,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",7 wins & 11 nominations.,PG-13,139 min,"Action, Adventure, Mystery, Sci-Fi",48.0,6.7,"408,323",tt1840309,11
495,Neighbors,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",6 wins & 11 nominations.,R,97 min,Comedy,68.0,6.3,"273,572",tt2004420,11
496,Ride Along,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",1 win & 7 nominations.,PG-13,99 min,"Action, Comedy, Crime",41.0,6.2,"97,543",tt1408253,7
497,Rio 2,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 wins & 24 nominations.,G,101 min,"Animation, Adventure, Comedy, Family, Musical",49.0,6.3,"75,181",tt2357291,24
498,Into the Woods,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 3 Oscars. Another 11 wins & 71 nominations.,PG,125 min,"Adventure, Comedy, Drama, Fantasy, Musical",69.0,5.9,"126,630",tt2180411,71
