,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
196,Fast Five,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",9 wins & 21 nominations.,PG-13,130 min,"Action, Adventure, Thriller",66.0,7.3,"338,136",tt1596343,21
197,Mission: Impossible—Ghost Protocol,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",5 wins & 30 nominations.,PG-13,132 min,"Action, Adventure, Thriller",73.0,7.4,"438,608",tt1229238,30
198,Cars 2,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",Nominated for 1 Golden Globe. Another 1 win & 18 nominations.,G,106 min,"Animation, Adventure, Comedy, Family, Sport",57.0,6.1,"147,872",tt1216475,18
199,Sherlock Holmes: A Game of Shadows,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",3 wins & 11 nominations.,PG-13,129 min,"Action, Adventure, Crime, Mystery, Thriller",48.0,7.5,"403,439",tt1515091,11
200,Thor,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",5 wins & 30 nominations.,PG-13,115 min,"Action, Adventure, Fantasy",57.0,7.0,"710,805",tt0800369,30
201,Rise of the Planet of the Apes,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",Nominated for 1 Oscar. Another 21 wins & 42 nominations.,PG-13,105 min,"Action, Drama, Sci-Fi, Thriller",68.0,7.6,"481,322",tt1318514,42
202,Captain America: The First Avenger,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",4 wins & 46 nominations.,PG-13,124 min,"Action, Adventure, Sci-Fi",66.0,6.9,"700,613",tt0458339,46
203,The Help,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",Won 1 Oscar. Another 79 wins & 119 nominations.,PG-13,146 min,Drama,62.0,8.1,"405,312",tt1454029,119
204,Bridesmaids,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Nominated for 2 Oscars. Another 25 wins & 70 nominations.,R,125 min,"Comedy, Romance",75.0,6.8,"255,911",tt1478338,70
205,Kung Fu Panda 2,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Oscar. Another 5 wins & 46 nominations.,PG,90 min,"Animation, Action, Adventure, Comedy, Family, Fantasy",67.0,7.2,"238,874",tt1302011,46
206,Puss in Boots,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 1 Oscar. Another 9 wins & 42 nominations.,PG,90 min,"Animation, Adventure, Comedy, Family, Fantasy",65.0,6.6,"137,433",tt0448694,42
207,X-Men: First Class,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",21 wins & 39 nominations.,PG-13,131 min,"Action, Adventure, Sci-Fi",65.0,7.7,"625,205",tt1270798,39
208,Rio,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",Nominated for 1 Oscar. Another 3 wins & 30 nominations.,G,96 min,"Animation, Adventure, Comedy, Crime, Family, Musical",63.0,6.9,"197,174",tt1436562,30
209,The Smurfs,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",2 wins & 8 nominations.,PG,103 min,"Animation, Adventure, Comedy, Family, Fantasy",30.0,5.4,"79,903",tt0472181,8
210,Alvin and the Chipmunks: Chipwrecked,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",2 wins & 1 nomination.,G,87 min,"Animation, Adventure, Comedy, Family, Fantasy, Music",24.0,4.3,"29,417",tt1615918,
211,Super 8,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",11 wins & 70 nominations.,PG-13,112 min,"Action, Mystery, Sci-Fi, Thriller",72.0,7.0,"325,801",tt1650062,70
212,Rango,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Won 1 Oscar. Another 45 wins & 25 nominations.,PG,107 min,"Animation, Adventure, Comedy, Family, Western",75.0,7.2,"223,671",tt1192628,25
213,Horrible Bosses,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",3 wins & 11 nominations.,R,98 min,"Comedy, Crime",57.0,6.9,"406,692",tt1499658,11
214,Green Lantern,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",3 wins & 6 nominations.,PG-13,114 min,"Action, Adventure, Sci-Fi",39.0,5.5,"258,273",tt1133985,6
215,Hop,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",2 nominations.,PG,95 min,"Animation, Adventure, Comedy, Family, Fantasy",41.0,5.4,"29,556",tt1411704,2
216,Just Go With It,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",5 wins & 11 nominations.,PG-13,117 min,"Comedy, Romance",33.0,6.4,"208,204",tt1564367,11
217,The Girl with the Dragon Tattoo,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Won 1 Oscar. Another 26 wins & 91 nominations.,R,158 min,"Crime, Drama, Mystery, Thriller",71.0,7.8,"398,338",tt1568346,91
218,Bad Teacher,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",6 wins & 4 nominations.,R,92 min,"Comedy, Romance",47.0,5.6,"185,535",tt1284575,4
219,The Green Hornet,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",4 wins & 7 nominations.,PG-13,119 min,"Action, Comedy, Crime, Sci-Fi, Thriller",39.0,5.8,"150,784",tt0990407,7
220,The Muppets,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Won 1 Oscar. Another 16 wins & 43 nominations.,PG,103 min,"Adventure, Comedy, Family, Musical",75.0,7.1,"84,365",tt1204342,43
221,Real Steel,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",Nominated for 1 Oscar. Another 2 wins & 5 nominations.,PG-13,127 min,"Action, Drama, Family, Sci-Fi, Sport",56.0,7.1,"288,373",tt0433035,5
222,"Crazy, Stupid, Love","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",Nominated for 1 Golden Globe. Another 3 wins & 22 nominations.,PG-13,118 min,"Comedy, Drama, Romance",68.0,7.4,"449,754",tt1570728,22
223,Battle: Los Angeles,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",1 win & 4 nominations.,PG-13,116 min,"Action, Sci-Fi",37.0,5.7,"169,265",tt1217613,4
224,Immortals,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 win & 6 nominations.,R,110 min,"Action, Drama, Fantasy, Romance",46.0,6.0,"155,731",tt1253864,6
225,The Descendants,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Won 1 Oscar. Another 65 wins & 146 nominations.,R,115 min,"Comedy, Drama",84.0,7.3,"226,564",tt1033575,146
226,Zookeeper,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",1 win & 2 nominations.,PG,102 min,"Comedy, Family, Fantasy, Romance",30.0,5.2,"54,229",tt1222817,2
227,War Horse,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 6 Oscars. Another 15 wins & 71 nominations.,PG-13,146 min,"Action, Adventure, Drama, History, War",72.0,7.2,"140,476",tt1568911,71
228,Limitless,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",2 wins & 8 nominations.,PG-13,105 min,"Sci-Fi, Thriller",59.0,7.4,"506,951",tt1219289,8
229,Tower Heist,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",3 nominations.,PG-13,104 min,"Action, Comedy, Crime",59.0,6.2,"127,920",tt0471042,3
230,The Adventures of Tintin,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",Nominated for 1 Oscar. Another 22 wins & 62 nominations.,PG,107 min,"Animation, Action, Adventure, Family, Mystery",68.0,7.3,"207,697",tt0983193,62
231,Contagion,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",2 wins & 14 nominations.,PG-13,106 min,"Action, Drama, Sci-Fi, Thriller",70.0,6.6,"206,096",tt1598778,14
232,We Bought a Zoo,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",1 win & 8 nominations.,PG,124 min,"Comedy, Drama, Family",58.0,7.1,"129,659",tt1389137,8
233,Moneyball,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",Nominated for 6 Oscars. Another 30 wins & 76 nominations.,PG-13,133 min,"Biography, Drama, Sport",87.0,7.6,"337,522",tt1210166,76
234,Jack and Jill,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",14 wins & 5 nominations.,PG,91 min,Comedy,23.0,3.3,"73,892",tt0810913,5
235,Hugo,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Won 5 Oscars. Another 56 wins & 190 nominations.,PG,126 min,"Drama, Family, Fantasy, Mystery",83.0,7.5,"291,357",tt0970179,190
236,Dolphin Tale,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",4 wins & 4 nominations.,PG,113 min,"Drama, Family",64.0,6.9,"21,320",tt1564349,4
237,No Strings Attached,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",2 wins & 6 nominations.,R,108 min,"Comedy, Romance",50.0,6.2,"203,581",tt1411238,6
238,Happy Feet Two,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",3 wins & 9 nominations.,PG,100 min,"Animation, Adventure, Comedy, Family, Musical",50.0,5.9,"39,686",tt1402488,9
239,Unknown,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",3 nominations.,PG-13,113 min,"Action, Mystery, Thriller",56.0,6.8,"239,502",tt1401152,3
240,The Adjustment Bureau,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",1 win & 9 nominations.,PG-13,106 min,"Romance, Sci-Fi, Thriller",60.0,7.0,"233,532",tt1385826,9
241,Water for Elephants,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",3 wins & 13 nominations.,PG-13,120 min,"Drama, Romance",52.0,6.9,"107,517",tt1067583,13
242,The Lincoln Lawyer,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",1 nomination.,R,118 min,"Crime, Drama, Thriller",63.0,7.3,"201,576",tt1189340,
243,Midnight in Paris,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Won 1 Oscar. Another 25 wins & 101 nominations.,PG-13,94 min,"Comedy, Fantasy, Romance",81.0,7.7,"365,682",tt1605783,101
244,Friends with Benefits,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",1 win & 5 nominations.,R,109 min,"Comedy, Romance",63.0,6.5,"324,644",tt1632708,5
245,I am Number Four,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 win & 1 nomination.,PG-13,111 min,"Action, Adventure, Sci-Fi, Thriller",36.0,6.1,"221,457",tt1464540,
246,Source Code,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",1 win & 8 nominations.,PG-13,93 min,"Action, Drama, Mystery, Sci-Fi, Thriller",74.0,7.5,"464,956",tt0945513,8
247,New Year’s Eve,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",2 wins & 8 nominations.,PG-13,118 min,"Comedy, Romance",22.0,5.7,"78,984",tt1598822,8
248,Madea's Big Happy Family,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",1 win & 1 nomination.,PG-13,106 min,"Comedy, Drama",45.0,4.7,"7,152",tt1787759,
249,Diary of a Wimpy Kid: Rodrick Rules,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",2 wins & 5 nominations.,PG,99 min,"Comedy, Family",51.0,6.5,"24,108",tt1650043,5
250,Footloose,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",Nominated for 2 Oscars. Another 1 win & 4 nominations.,PG,107 min,"Drama, Music, Romance",42.0,6.6,"65,793",tt0087277,4
251,The Dilemma,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 nomination.,PG-13,111 min,"Comedy, Drama",46.0,5.3,"50,161",tt1578275,
252,Arthur Christmas,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 1 Golden Globe. Another 3 wins & 22 nominations.,PG,97 min,"Animation, Adventure, Comedy, Family, Fantasy",69.0,7.1,"47,914",tt1430607,22
253,Hall Pass,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",,R,105 min,"Comedy, Romance",45.0,5.8,"115,818",tt0480687,
254,The Artist,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",Won 5 Oscars. Another 156 wins & 203 nominations.,PG-13,100 min,"Comedy, Drama, Romance",89.0,7.9,"221,349",tt1655442,203
255,Soul Surfer,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",1 win & 12 nominations.,PG,112 min,"Biography, Drama, Family, Sport",53.0,7.0,"43,025",tt1596346,12
256,Final Destination 5,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",2 wins & 6 nominations.,R,92 min,"Horror, Thriller",50.0,5.8,"101,172",tt1622979,6
257,The Ides of March,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Oscar. Another 9 wins & 34 nominations.,R,101 min,"Drama, Thriller",67.0,7.1,"209,755",tt1124035,34
258,Hanna,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",8 wins & 26 nominations.,PG-13,111 min,"Action, Drama, Thriller",65.0,6.8,"182,612",tt0993842,26
259,Something Borrowed,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",5 nominations.,PG-13,112 min,"Comedy, Drama, Romance",36.0,5.9,"55,540",tt0491152,5
260,Scream 4,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",1 win & 6 nominations.,R,111 min,"Horror, Mystery",52.0,6.1,"121,815",tt1262416,6
261,"Big Mommas: Like Father, Like Son","[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",4 nominations.,PG-13,107 min,"Action, Comedy, Crime",22.0,4.4,"24,343",tt1464174,4
262,Red Riding Hood,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",5 nominations.,PG-13,100 min,"Fantasy, Horror, Mystery, Romance, Thriller",29.0,5.4,"104,500",tt1486185,5
263,In Time,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",2 nominations.,PG-13,109 min,"Action, Sci-Fi, Thriller",53.0,6.7,"354,607",tt1637688,2
264,Paul,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",2 wins & 9 nominations.,R,104 min,"Adventure, Comedy, Sci-Fi",57.0,7.0,"225,756",tt1092026,9
265,J. Edgar,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Nominated for 1 Golden Globe. Another 5 wins & 16 nominations.,R,137 min,"Biography, Drama, Romance",59.0,6.5,"118,117",tt1616195,16
266,The Roommate,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",7 nominations.,PG-13,91 min,"Drama, Thriller",23.0,4.8,"34,157",tt1265990,7
267,The Change-Up,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 nomination.,R,112 min,"Comedy, Fantasy",39.0,6.3,"159,476",tt1488555,
268,30 Minutes or Less,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",,R,83 min,"Action, Comedy, Crime",49.0,6.1,"89,573",tt1622547,
269,Colombiana,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 wins & 5 nominations.,PG-13,108 min,"Action, Drama, Thriller",45.0,6.4,"89,968",tt1657507,5
270,Sucker Punch,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",1 win & 11 nominations.,PG-13,110 min,"Action, Adventure, Fantasy",33.0,6.0,"222,389",tt0978764,11
271,Larry Crowne,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",3 nominations.,PG-13,98 min,"Comedy, Drama, Romance",41.0,6.1,"60,544",tt1583420,3
272,A Very Harold & Kumar 3D Christmas,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",1 nomination.,R,90 min,"Adventure, Comedy",61.0,6.3,"63,522",tt1268799,
273,Drive,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",Nominated for 1 Oscar. Another 80 wins & 177 nominations.,R,100 min,"Crime, Drama",78.0,7.8,"539,085",tt0780504,177
274,The Rite,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 win & 5 nominations.,PG-13,114 min,"Drama, Horror, Mystery, Thriller",38.0,6.0,"87,721",tt1161864,5
